,t,c,o,h,l,v,s,point
2902,20/09/2019,106.14,107.91,108.36,106.14,1827050,ok,68
2903,23/09/2019,105.78,106.22,107.02,105.69,478830,ok,68
2904,24/09/2019,106.76,105.78,107.02,105.78,258080,ok,58.33333333
2905,25/09/2019,106.4,106.76,106.94,105.78,256590,ok,76
2906,26/09/2019,105.78,106.67,106.67,105.6,334000,ok,76
2907,27/09/2019,106.49,105.78,106.94,105.6,264300,ok,76
2908,30/09/2019,106.49,106.67,107.73,106.31,308680,ok,76
2909,01/10/2019,106.58,107.11,107.47,106.4,151960,ok,75
2910,02/10/2019,104.89,106.58,107.11,104.98,545260,ok,65
2911,03/10/2019,104.89,104.18,104.89,104.09,650460,ok,40
2912,04/10/2019,104.89,104.89,105.51,104.62,249050,ok,70
2913,07/10/2019,104,104.89,104.98,103.56,467120,ok,70
2914,08/10/2019,104.09,104.18,104.27,103.47,353740,ok,62
2915,09/10/2019,104,103.91,105.16,103.73,221530,ok,62
2916,10/10/2019,103.91,104.45,104.62,103.82,273470,ok,62
2917,11/10/2019,104.89,104.45,104.89,103.73,328950,ok,65
2918,14/10/2019,104.89,105.33,106.49,104.45,358150,ok,65
2919,15/10/2019,105.25,104.89,106.05,104.89,222070,ok,70
2920,16/10/2019,104.89,105.78,105.78,104.62,224670,ok,70
2921,17/10/2019,104,104.8,105.33,103.91,479110,ok,53
2922,18/10/2019,104,104,104,103.56,261460,ok,53
2923,21/10/2019,103.91,104,105.16,103.11,205580,ok,25
2924,22/10/2019,103.82,104.89,104.89,103.82,175690,ok,25
2925,23/10/2019,104.09,103.82,104.45,103.82,130200,ok,65
2926,24/10/2019,104.18,104.09,104.18,103.56,396910,ok,65
2927,25/10/2019,104.18,104,104.36,103.73,293710,ok,65
2928,28/10/2019,104.62,104,104.98,103.73,268360,ok,91
2929,29/10/2019,104.71,104.62,104.8,104.36,187020,ok,91
2930,30/10/2019,106.31,104.89,106.58,104.71,600930,ok,91
2931,31/10/2019,105.78,106.67,107.02,106.49,840720,ok,91
2932,01/11/2019,108.89,106.67,108.8,106.22,749070,ok,91
2933,04/11/2019,108.18,108.89,108.89,107.29,309680,ok,58.5
2934,05/11/2019,108,107.56,108.45,107.47,260520,ok,58.5
2935,06/11/2019,108.36,108,108.89,107.56,517800,ok,58.5
2936,07/11/2019,107.38,108.45,108.71,107.47,246740,ok,58.5
2937,08/11/2019,107.11,108.09,108.09,106.67,492950,ok,58.5
2938,11/11/2019,105.69,107.11,107.11,105.69,281300,ok,70
2939,12/11/2019,106.14,105.69,106.58,105.42,158520,ok,57.5
2940,13/11/2019,105.78,105.69,106.14,105.25,323490,ok,57.5
2941,14/11/2019,106.05,105.78,106.49,105.6,250100,ok,75
2942,15/11/2019,106.31,105.96,107.38,105.6,238410,ok,78
2943,18/11/2019,104.98,106.49,106.49,104.8,267820,ok,74.66666667
2944,19/11/2019,104.09,104.89,105.07,103.82,491510,ok,74.66666667
2945,20/11/2019,103.11,104.18,104.18,103.11,705410,ok,75
2946,21/11/2019,102.49,104,104,101.16,1567980,ok,68
2947,22/11/2019,103.29,103.02,103.91,102.49,308940,ok,68
2948,25/11/2019,103.11,103.29,103.29,102.67,234180,ok,53
2949,26/11/2019,102.4,103.11,103.11,102.31,1027110,ok,53
2950,27/11/2019,102.76,102.4,103.38,102.31,304630,ok,43.5
2951,28/11/2019,102.85,102.31,103.11,101.6,232980,ok,43.5
2952,29/11/2019,102.85,102.85,103.2,101.78,205040,ok,43.5
2953,02/12/2019,102.22,102.67,103.38,101.16,300040,ok,43.5
2954,03/12/2019,102.22,102.22,103.38,101.51,300130,ok,43.5
2955,04/12/2019,102.67,101.51,102.67,101.51,179900,ok,75
2956,05/12/2019,102.94,103.11,103.2,102.67,167250,ok,75
2957,06/12/2019,103.02,103.11,103.38,102.58,144740,ok,75
2958,09/12/2019,103.02,102.94,103.02,102.22,188330,ok,75
2959,10/12/2019,103.02,102.67,103.02,100.98,575810,ok,58.5
2960,11/12/2019,103.02,103.02,103.02,101.78,301370,ok,73
2961,12/12/2019,103.11,103.11,103.11,102.4,334050,ok,73
2962,13/12/2019,103.11,102.94,103.11,102.14,295370,ok,55
2963,16/12/2019,102.94,103.11,103.11,102.05,377010,ok,75
2964,17/12/2019,102.94,102.94,102.94,101.78,273030,ok,67.5
2965,18/12/2019,102.94,102.22,103.02,101.78,847090,ok,67.5
2966,19/12/2019,102.94,102.22,103.11,101.33,974360,ok,68
2967,20/12/2019,102.94,102.94,102.94,101.96,839200,ok,68
2968,23/12/2019,102.85,102.94,102.94,101.6,591380,ok,32
2969,24/12/2019,102.67,102.76,102.76,101.6,449960,ok,68
2970,25/12/2019,102.67,102.49,102.67,101.6,348350,ok,65
2971,26/12/2019,102.58,102.49,102.85,101.69,507390,ok,65
2972,27/12/2019,102.4,102.58,102.58,101.33,564070,ok,65
2973,30/12/2019,102.22,101.78,102.22,101.51,504080,ok,65
2974,31/12/2019,102.22,102.22,102.22,101.42,614630,ok,70
2975,02/01/2020,102.22,102.14,102.22,101.33,440280,ok,74.5
2976,03/01/2020,102.49,102.22,102.49,101.6,248940,ok,70
2977,06/01/2020,101.96,102.22,102.22,101.69,301910,ok,70
2978,07/01/2020,101.96,101.78,102.22,101.6,183910,ok,70
2979,08/01/2020,101.6,101.78,101.96,100.98,468910,ok,70
2980,09/01/2020,101.96,101.6,102.31,101.51,273870,ok,70
2981,10/01/2020,102.05,102.22,102.22,101.96,159120,ok,70
2982,13/01/2020,102.14,101.96,102.31,101.78,146680,ok,70
2983,14/01/2020,102.22,102.14,102.31,101.6,101150,ok,71.5
2984,15/01/2020,102.22,102.22,102.22,101.6,205600,ok,56.5
2985,16/01/2020,102.22,102.22,102.31,101.6,186740,ok,56.5
2986,17/01/2020,102.14,102.14,102.31,101.69,169100,ok,65
2987,20/01/2020,102.14,102.14,102.14,101.6,370670,ok,65
2988,21/01/2020,102.14,101.6,102.22,101.6,181510,ok,65
2989,22/01/2020,102.14,102.14,102.14,101.51,371780,ok,65
2990,30/01/2020,102.14,101.42,102.14,99.65,682720,ok,35
2991,31/01/2020,102.05,102.14,102.14,100.98,831740,ok,65
2992,03/02/2020,102.05,101.16,102.05,99.82,760420,ok,65
2993,04/02/2020,102.05,100.98,102.05,99.38,1485500,ok,45
2994,05/02/2020,101.78,102.05,102.05,100.45,468420,ok,45
2995,06/02/2020,101.69,101.78,101.96,100.27,676290,ok,18
2996,07/02/2020,101.69,101.33,101.69,99.56,1295520,ok,18
2997,10/02/2020,101.07,100.45,101.42,100.45,192700,ok,48
2998,11/02/2020,100.89,100.89,101.51,100.45,216470,ok,48
2999,12/02/2020,99.56,100.8,100.8,99.56,452790,ok,40
3000,13/02/2020,99.91,99.11,100.18,99.02,285340,ok,40
3001,14/02/2020,97.78,99.82,100.09,97.78,252390,ok,65
3002,17/02/2020,96,97.78,97.78,93.33,742220,ok,70
3003,18/02/2020,92.89,95.11,95.11,92.45,791870,ok,70
3004,19/02/2020,93.33,92,95.11,92,875320,ok,70
3005,20/02/2020,97.78,94.22,97.78,93.33,353570,ok,75
3006,21/02/2020,97.69,96.53,97.78,95.82,309060,ok,68.5
3007,24/02/2020,95.38,95.2,96,93.78,1428650,ok,68
3008,25/02/2020,95.11,94.85,95.38,94.14,543820,ok,68
3009,26/02/2020,94.14,92.45,94.76,92.45,625410,ok,68
3010,27/02/2020,93.87,94.05,94.22,92.53,740420,ok,68
3011,28/02/2020,93.69,93.33,93.69,91.56,870840,ok,70
3012,02/03/2020,93.69,92.45,93.69,91.29,742130,ok,70
3013,03/03/2020,93.78,93.42,93.87,92.89,557950,ok,70
3014,04/03/2020,93.78,92.98,93.78,92,443810,ok,70
3015,05/03/2020,93.87,93.42,94.14,92.27,352300,ok,60
3016,06/03/2020,93.33,93.33,93.33,91.65,750830,ok,60
3017,09/03/2020,86.85,90.22,90.67,86.85,966890,ok,45
3018,10/03/2020,86.85,82.67,88.18,81.07,825490,ok,45
3019,11/03/2020,86.22,87.11,87.11,80.98,1049580,ok,85
3020,12/03/2020,81.6,80.89,82.05,80.27,1896270,ok,85
3021,13/03/2020,82.22,76.44,82.22,75.91,1226880,ok,85
3022,16/03/2020,82.22,81.78,82.22,76.98,971340,ok,85
3023,17/03/2020,78.67,79.56,82.05,77.87,681330,ok,85
3024,18/03/2020,79.11,78.13,80,76.89,785390,ok,80
3025,19/03/2020,78.84,77.25,78.84,73.87,1103680,ok,80
3026,20/03/2020,73.33,78.84,78.84,73.33,1083480,ok,80
3027,23/03/2020,68.27,69.33,69.6,68.27,678160,ok,45
3028,24/03/2020,63.65,63.82,66.67,63.56,1408890,ok,45
3029,25/03/2020,68,63.56,68,60.45,1401570,ok,45
3030,26/03/2020,72.71,68.98,72.71,67.2,1242250,ok,45
3031,27/03/2020,77.16,72.89,77.69,70.67,1149310,ok,65
3032,30/03/2020,72.36,71.82,72.89,71.82,881240,ok,65
3033,31/03/2020,74.13,72.36,77.33,71.47,1296450,ok,65
3034,01/04/2020,76.44,73.33,77.33,72,437820,ok,78
3035,03/04/2020,81.33,76.44,80.89,76.44,1184500,ok,78
3036,06/04/2020,86.49,81.78,86.49,81.16,2698260,ok,60
3037,07/04/2020,86.49,86.76,89.69,82.67,2855700,ok,60
3038,08/04/2020,83.56,86.22,86.22,83.56,760120,ok,60
3039,09/04/2020,85.33,83.56,86.49,83.38,1560610,ok,60
3040,10/04/2020,84.45,85.33,86.05,83.29,983120,ok,60
3041,13/04/2020,85.33,85.16,85.33,84.36,1411550,ok,60
3042,14/04/2020,84.98,85.78,85.78,84,631630,ok,60
3043,15/04/2020,85.33,84.98,85.33,84.36,1176850,ok,60
3044,16/04/2020,85.25,85.33,85.33,84.18,845580,ok,60
3045,17/04/2020,85.42,84.71,85.42,79.29,1191510,ok,60
3046,20/04/2020,85.51,85.42,85.69,84.36,1055020,ok,60
3047,21/04/2020,82.93,84.89,84.89,82.22,892270,ok,60
3048,22/04/2020,82.22,81.78,82.49,80.44,884070,ok,60
3049,23/04/2020,82.67,82.67,84.36,82.4,347420,ok,78
3050,24/04/2020,82.67,82.67,83.47,82.13,300240,ok,78
3051,27/04/2020,81.78,84.45,84.45,82.13,405450,ok,70
3052,28/04/2020,81.78,82.22,82.58,81.33,222920,ok,70
3053,29/04/2020,81.69,82.67,83.02,80.44,314400,ok,70
3054,04/05/2020,81.6,81.69,82.22,80,259550,ok,70
3055,05/05/2020,82.22,81.6,82.67,81.6,274700,ok,70
3056,06/05/2020,84.45,82.31,84.45,82.22,773570,ok,70
3057,07/05/2020,85.33,84.45,85.33,83.56,617800,ok,70
3058,08/05/2020,86.67,85.69,88.89,85.42,1683960,ok,70
3059,11/05/2020,86.67,87.11,87.11,85.25,1358920,ok,67.5
3060,12/05/2020,86.22,86.58,86.58,84.45,489430,ok,67.5
3061,13/05/2020,84.45,84.53,85.33,81.33,2652530,ok,67.5
3062,14/05/2020,85.33,84.45,85.96,83.47,1002810,ok,67.5
3063,15/05/2020,86.22,85.33,86.67,85.16,327650,ok,81.5
3064,18/05/2020,85.78,86.22,86.22,84.89,229440,ok,81.5
3065,19/05/2020,85.78,86.31,86.58,85.33,729850,ok,81.5
3066,20/05/2020,85.87,85.69,86.22,85.42,254730,ok,81.5
3067,21/05/2020,87.11,86.22,87.11,86.13,674380,ok,81.5
3068,22/05/2020,85.69,87.11,87.11,85.69,292930,ok,81.5
3069,25/05/2020,86.31,85.51,86.31,85.33,216400,ok,81.5
3070,26/05/2020,86.13,86.22,86.67,85.69,360000,ok,81.5
3071,27/05/2020,86.13,86.13,87.02,85.78,591440,ok,81.5
3072,28/05/2020,86.22,86.13,86.67,85.6,314790,ok,81.5
3073,29/05/2020,86.22,86.22,86.67,85.87,493500,ok,70
3074,01/06/2020,86.4,86.22,86.4,85.78,481490,ok,70
3075,02/06/2020,85.96,86.4,86.4,85.78,410720,ok,70
3076,03/06/2020,86.05,85.78,86.05,84.89,466430,ok,70
3077,04/06/2020,85.33,86.05,86.05,85.33,550740,ok,70
3078,05/06/2020,84.45,85.33,85.51,84.45,525870,ok,75
3079,08/06/2020,85.33,84.62,86.76,84.62,437550,ok,70
3080,09/06/2020,85.33,86.22,86.22,85.42,318400,ok,70
3081,10/06/2020,84.98,85.51,85.51,84.8,488490,ok,70
3082,11/06/2020,82.67,84.98,85.51,82.67,761540,ok,70
3083,12/06/2020,81.6,80,82.22,79.91,875940,ok,70
3084,15/06/2020,79.11,82.67,82.67,79.11,791710,ok,70
3085,16/06/2020,83.02,81.33,84.27,79.91,658480,ok,70
3086,17/06/2020,81.69,82.67,83.02,80.44,380880,ok,70
3087,18/06/2020,80.89,81.69,82.22,80.8,312850,ok,70
3088,19/06/2020,86.49,80.89,86.49,80.89,1840100,ok,70
3089,22/06/2020,86.13,86.22,86.22,84.62,508020,ok,70
3090,23/06/2020,83.73,85.51,85.6,83.73,432630,ok,73
3091,24/06/2020,84.18,84,84.53,83.56,214320,ok,73
3092,25/06/2020,83.02,82.93,83.91,82.49,169470,ok,73
3093,26/06/2020,81.33,83.11,83.91,81.33,222240,ok,72
3094,29/06/2020,79.11,81.33,81.69,79.11,359370,ok,65
3095,30/06/2020,79.11,80.89,80.89,79.11,350550,ok,70
3096,01/07/2020,80.89,80.44,81.33,79.11,92060,ok,70
3097,02/07/2020,79.91,80.53,80.98,79.56,420700,ok,68
3098,03/07/2020,80.18,80.8,80.89,79.91,163320,ok,68
3099,06/07/2020,81.25,80.18,81.69,80.18,284020,ok,65
3100,07/07/2020,80.89,81.33,81.96,80.89,336860,ok,60
3101,08/07/2020,80.71,80.71,81.33,80.09,187450,ok,90
3102,09/07/2020,80.89,80.71,81.6,80.62,399710,ok,75
3103,10/07/2020,81.25,80.89,81.78,80.89,193330,ok,66.5
3104,13/07/2020,81.16,81.33,81.42,80.89,349810,ok,66.5
3105,14/07/2020,81.16,81.16,81.6,80.18,340990,ok,70
3106,15/07/2020,80.44,81.51,81.51,80.44,384240,ok,70
3107,16/07/2020,82.67,80.8,82.67,80.53,328050,ok,75
3108,17/07/2020,81.33,81.33,81.78,80.89,214530,ok,75
3109,20/07/2020,80.18,80.89,81.25,80.18,222400,ok,65
3110,21/07/2020,80.18,81.07,81.07,80.18,220660,ok,55
3111,22/07/2020,79.82,80,80.89,79.82,202110,ok,55
3112,23/07/2020,80,80,80.27,79.56,181680,ok,68
3113,24/07/2020,78.22,79.91,80,74.67,674430,ok,68
3114,27/07/2020,75.56,74.58,76.44,73.69,825080,ok,65
3115,28/07/2020,75.73,75.56,77.33,71.02,534300,ok,65
3116,29/07/2020,74.22,74.67,75.56,73.78,379370,ok,68
3117,30/07/2020,75.64,74.22,76,74.22,242030,ok,68
3118,31/07/2020,77.78,74.67,80,74.49,939040,ok,76
3119,03/08/2020,77.87,75.56,78.31,75.56,164310,ok,47
3120,04/08/2020,78.22,78.84,78.84,77.69,229230,ok,47
3121,05/08/2020,77.33,78.22,78.67,75.38,434490,ok,65
3122,06/08/2020,77.78,78.22,78.4,77.42,332340,ok,65
3123,07/08/2020,77.78,77.87,78.4,77.6,160890,ok,65
3124,10/08/2020,78.4,78.22,79.91,77.69,542550,ok,67
3125,11/08/2020,77.78,79.29,79.29,77.78,215330,ok,40
3126,12/08/2020,77.69,77.78,78.67,77.69,302330,ok,40
3127,13/08/2020,78.22,78.67,79.11,77.78,458680,ok,50
3128,14/08/2020,77.69,78.22,79.11,77.69,654070,ok,50
3129,17/08/2020,77.96,77.33,78.67,77.16,376200,ok,50
3130,18/08/2020,76.89,77.6,77.96,76.62,772670,ok,50
3131,19/08/2020,76.89,76.89,77.87,76.89,347140,ok,65
3132,20/08/2020,76.44,76.98,77.51,76.44,990220,ok,65
3133,21/08/2020,76.53,76.44,77.25,76.36,376790,ok,65
3134,24/08/2020,79.11,76.89,79.11,76.89,1052840,ok,50
3135,25/08/2020,80.89,79.11,81.69,79.11,1074660,ok,50
3136,26/08/2020,80.89,80.71,81.07,80,547280,ok,67
3137,27/08/2020,80.89,80.09,80.89,80.09,437950,ok,67
3138,28/08/2020,79.91,81.16,82.05,79.91,636020,ok,67
3139,31/08/2020,80,80,81.33,80,276580,ok,67
3140,01/09/2020,82.4,80.18,83.56,79.91,675310,ok,67
3141,03/09/2020,84,83.11,84.98,82.4,1037080,ok,67
3142,04/09/2020,83.56,84,84.89,82.93,825960,ok,67
3143,07/09/2020,81.33,83.56,84.71,81.33,465400,ok,65
3144,08/09/2020,80.44,81.42,82.22,80.44,622290,ok,65
3145,09/09/2020,80.44,80.36,82.13,79.47,865880,ok,65
3146,10/09/2020,80.44,80.89,82.22,80.44,421160,ok,75
3147,11/09/2020,80.98,80,82.05,79.91,411350,ok,75
3148,14/09/2020,82.76,81.16,83.2,81.07,608930,ok,60
3149,15/09/2020,84.45,82.84,84.45,82.84,983560,ok,60
3150,16/09/2020,84.89,84.36,84.89,82.76,544300,ok,60
3151,17/09/2020,83.56,82.76,84.89,82.67,833870,ok,70
3152,18/09/2020,83.56,84.45,84.8,83.11,1089310,ok,70
3153,21/09/2020,85.33,83.56,85.33,83.56,571860,ok,60
3154,22/09/2020,84.09,85.33,85.51,84.09,505230,ok,60
3155,23/09/2020,84,84.45,85.07,84,111830,ok,60
3156,24/09/2020,82.67,83.38,84.89,82.67,388940,ok,60
3157,25/09/2020,82.49,84,84.27,82.49,412210,ok,60
3158,28/09/2020,82.49,82.67,83.73,82.49,202840,ok,66.5
3159,29/09/2020,81.33,83.56,83.56,81.33,394490,ok,66.5
3160,30/09/2020,81.33,81.33,83.02,81.33,417360,ok,66.5
3161,01/10/2020,82.22,81.69,83.02,81.69,212510,ok,66.5
3162,02/10/2020,83.56,82.22,83.56,81.78,400770,ok,70
3163,05/10/2020,82.93,83.56,83.56,81.78,90450,ok,70
3164,06/10/2020,81.6,82.93,82.93,81.6,521190,ok,55
3165,07/10/2020,82.22,81.33,83.11,80.89,381520,ok,55
3166,08/10/2020,82.05,81.78,82.58,81.33,216990,ok,75
3167,09/10/2020,83.2,82.05,83.29,82.05,309580,ok,30
3168,12/10/2020,83.47,83.2,83.56,82.22,326290,ok,30
3169,13/10/2020,83.64,83.47,83.64,83.02,271990,ok,30
3170,14/10/2020,84.45,83.64,84.45,83.56,389260,ok,68
3171,15/10/2020,86.67,84.53,86.67,80.89,1358580,ok,75
3172,16/10/2020,86.76,87.2,87.2,86.13,596590,ok,75
3173,19/10/2020,86.85,86.93,87.02,86.58,370590,ok,76.5
3174,20/10/2020,86.93,86.58,87.02,85.16,511250,ok,76.5
3175,21/10/2020,86.49,86.93,87.02,85.96,172010,ok,76.5
3176,22/10/2020,88.98,86.22,88.98,86.05,621610,ok,76.5
3177,23/10/2020,92.45,89.07,93.25,88.89,1761080,ok,76.5
3178,26/10/2020,93.42,96.89,97.33,93.25,974720,ok,75
3179,27/10/2020,93.96,95.11,95.2,92.45,804020,ok,75
3180,28/10/2020,89.07,93.96,95.11,87.82,1184890,ok,75
3181,29/10/2020,89.51,89.07,91.56,88.89,1327780,ok,75
3182,30/10/2020,94.67,90.22,94.67,89.51,972400,ok,75
3183,02/11/2020,94.67,94.67,95.11,93.33,691110,ok,70
3184,03/11/2020,92.8,95.11,95.11,92.8,751070,ok,70
3185,04/11/2020,92,92.71,92.8,91.56,495340,ok,70
3186,05/11/2020,94.14,92.62,95.02,92.45,757280,ok,70
3187,06/11/2020,93.42,94.22,94.22,92.89,592830,ok,67.33333333
3188,09/11/2020,94.31,93.42,94.4,93.07,803680,ok,67.33333333
3189,10/11/2020,93.87,94.67,95.29,93.87,781980,ok,71
3190,11/11/2020,94.22,93.87,94.22,91.56,1032780,ok,66.5
3191,12/11/2020,94.94,94.05,94.94,93.33,682660,ok,45
3192,13/11/2020,95.47,94.94,96,94.31,535350,ok,65
3193,16/11/2020,90.67,95.47,96.45,88.89,1781800,ok,65
3194,17/11/2020,94.22,91.56,94.22,90.85,862320,ok,71.5
3195,18/11/2020,93.25,94.22,94.22,91.56,751270,ok,71.5
3196,19/11/2020,92.45,93.16,93.16,91.56,1192700,ok,76.5
3197,20/11/2020,92.27,92.89,92.89,91.91,533840,ok,71
3198,23/11/2020,92.27,92.45,93.42,91.65,735650,ok,57.5
3199,24/11/2020,92.45,92.36,93.33,91.65,812220,ok,49.5
3200,25/11/2020,93.87,92.53,94.4,92.53,1222490,ok,49.5
3201,26/11/2020,94.31,93.33,94.4,92.89,545450,ok,50
3202,27/11/2020,93.51,94.22,94.31,93.16,720830,ok,75
3203,30/11/2020,92.36,93.51,93.78,92.27,1596840,ok,45
3204,01/12/2020,93.33,91.56,93.33,91.38,953230,ok,45
3205,02/12/2020,93.33,93.25,93.78,92.62,497910,ok,70
3206,03/12/2020,94.05,93.33,94.05,92.71,731750,ok,75
3207,04/12/2020,94.05,94.05,94.67,92.89,797060,ok,75
3208,07/12/2020,94.05,94.22,94.22,93.42,678660,ok,75.5
3209,08/12/2020,93.33,94.05,94.05,93.16,747280,ok,75.5
3210,09/12/2020,94.22,93.33,94.22,92.8,789790,ok,65
3211,10/12/2020,93.25,94.22,95.11,93.25,979550,ok,65
3212,11/12/2020,94.94,93.25,94.94,93.25,569360,ok,65
3213,14/12/2020,96.8,94.85,96.8,93.78,1122380,ok,71.5
3214,15/12/2020,95.11,96.8,96.8,94.85,1205700,ok,71.5
3215,16/12/2020,95.11,94.94,95.2,94.14,756200,ok,71.5
3216,17/12/2020,93.07,95.11,95.11,92.98,1352580,ok,70
3217,18/12/2020,93.07,93.07,94.31,92.89,1350780,ok,70
3218,21/12/2020,94.58,93.78,94.58,93.25,587100,ok,70
3219,22/12/2020,93.96,94.22,95.56,93.6,518320,ok,70
3220,23/12/2020,93.96,93.96,95.11,93.69,701430,ok,65
3221,24/12/2020,93.96,95.11,95.11,92.45,831440,ok,70
3222,25/12/2020,94.14,93.96,94.58,93.33,370300,ok,60
3223,28/12/2020,94.14,94.14,94.76,93.69,711710,ok,68
3224,29/12/2020,94.67,94.31,94.76,94.05,612360,ok,75
3225,30/12/2020,96.45,94.85,97.42,94.85,1528950,ok,75
3226,31/12/2020,96.18,96.45,97.16,93.78,656040,ok,75
3227,04/01/2021,96,96.45,96.89,94.67,991100,ok,45
3228,05/01/2021,97.51,95.29,97.69,95.29,1192200,ok,74.5
3229,06/01/2021,97.96,97.78,98.22,96.8,1283000,ok,63
3230,07/01/2021,97.87,98.14,98.67,96.89,862300,ok,69.33333333
3231,08/01/2021,99.38,97.87,100.18,97.87,1348700,ok,69.33333333
3232,11/01/2021,101.16,100.27,101.87,100.27,1536700,ok,75
3233,12/01/2021,101.69,103.11,103.11,101.07,981100,ok,45
3234,13/01/2021,98.76,101.69,101.87,98.76,1237900,ok,45
3235,14/01/2021,98.14,99.11,99.82,97.78,1439100,ok,45
3236,15/01/2021,98.85,99.02,99.73,97.6,1238000,ok,96
3237,18/01/2021,98.05,99.56,99.65,97.87,826900,ok,96
3238,19/01/2021,91.29,98.05,98.05,91.2,1367600,ok,96
3239,20/01/2021,91.82,91.56,93.33,91.11,1875500,ok,72.5
3240,21/01/2021,93.42,93.33,93.51,91.56,1564600,ok,72.5
3241,22/01/2021,93.33,93.42,94.67,93.33,1094200,ok,70
3242,25/01/2021,93.16,93.33,94.05,92.53,827300,ok,65
3243,26/01/2021,90.22,93.16,93.33,88.53,1028600,ok,65
3244,27/01/2021,88.89,90.22,91.56,88.45,1488900,ok,65
3245,28/01/2021,82.67,83.82,85.33,82.67,1742900,ok,75
3246,29/01/2021,88.36,82.22,88.45,82.22,1692900,ok,70
3247,01/02/2021,88,88.36,91.56,87.82,1340000,ok,70
3248,02/02/2021,94.14,88,94.14,88,1771200,ok,70
3249,03/02/2021,95.56,93.33,96,93.33,1698900,ok,75
3250,04/02/2021,93.33,95.47,95.56,90.67,1022400,ok,75
3251,05/02/2021,95.56,93.33,95.56,93.33,922900,ok,75
3252,08/02/2021,89.78,95.82,95.82,89.78,3422500,ok,75
3253,09/02/2021,94.4,92.45,94.67,90.22,1758000,ok,75
3254,17/02/2021,96,94.49,96,94.4,1253600,ok,60
3255,18/02/2021,97.78,95.56,97.78,94.31,1434400,ok,60
3256,19/02/2021,96.89,95.65,97.33,95.11,1433200,ok,60
3257,22/02/2021,97.51,97.07,98.4,94.22,1481000,ok,65
3258,23/02/2021,97.78,96.18,99.29,95.56,1393900,ok,65
3259,24/02/2021,96.18,99.02,99.02,94.22,950100,ok,65
3260,25/02/2021,96.8,97.33,97.69,94.31,1013500,ok,65
3261,26/02/2021,96.89,94.4,97.69,94.4,926800,ok,65
3262,01/03/2021,96.45,97.69,97.69,95.73,777700,ok,65
3263,02/03/2021,96.18,96.45,96.98,94.4,926300,ok,65
3264,03/03/2021,95.02,94.76,96.18,94.67,1075300,ok,50
3265,04/03/2021,95.02,95.65,95.91,94.76,1671400,ok,50
3266,05/03/2021,94.49,95.02,95.56,94.05,1294800,ok,68.25
3267,08/03/2021,94.22,94.67,95.11,93.33,1390100,ok,23
3268,09/03/2021,92.71,93.33,94.49,88.89,1587600,ok,23
3269,10/03/2021,94.22,92.89,94.22,90.76,576300,ok,23
3270,11/03/2021,94.14,94.22,96,93.87,1108700,ok,23
3271,12/03/2021,94.14,94.14,94.67,93.33,1122300,ok,23
3272,15/03/2021,94.22,94.14,94.4,93.69,2632400,ok,62
3273,16/03/2021,93.69,94.22,94.22,93.25,1360600,ok,65
3274,17/03/2021,93.07,92.62,93.6,92.45,1260400,ok,65
3275,18/03/2021,94.76,93.78,94.76,93.51,1473900,ok,65
3276,19/03/2021,96.36,93.87,96.36,93.87,1625700,ok,70
3277,22/03/2021,95.38,96.36,96.36,92.89,973900,ok,70
3278,23/03/2021,94.67,94.22,95.11,93.42,1034700,ok,70
3279,24/03/2021,95.91,93.78,96,92.27,1104100,ok,68
3280,25/03/2021,98.14,95.38,99.91,95.2,4322000,ok,68
3281,26/03/2021,99.91,97.78,100.89,97.78,2927800,ok,68
3282,29/03/2021,100.27,100,100.89,99.82,3140900,ok,88
3283,30/03/2021,104,100.27,105.42,99.56,5179600,ok,65
3284,31/03/2021,104.8,104.45,106.22,104,2823600,ok,70
3285,01/04/2021,109.33,105.33,110.58,104,2230900,ok,70
3286,02/04/2021,109.33,110.14,110.14,108,2255500,ok,75
3287,05/04/2021,110.49,112,112.18,109.51,2249000,ok,75
3288,06/04/2021,112.89,110.49,115.11,110.22,1979400,ok,65
3289,07/04/2021,113.51,112.89,113.78,111.73,1698500,ok,58
3290,08/04/2021,111.47,114.14,114.14,110.22,1509200,ok,45
3291,09/04/2021,111.02,110.94,111.47,109.42,1755500,ok,45
3292,12/04/2021,117.33,111.02,118.05,109.69,3481900,ok,70
3293,13/04/2021,125.07,123.56,125.51,120.89,5053200,ok,70
3294,14/04/2021,124.45,124.45,126.05,122.76,4102600,ok,70
3295,15/04/2021,125.25,124.36,128.89,124.36,3419000,ok,50
3296,16/04/2021,127.11,124.36,128.09,124.45,2988000,ok,80
3297,19/04/2021,128,126.31,128.18,125.42,2820300,ok,68.5
3298,20/04/2021,127.2,128,129.69,127.11,3108200,ok,75
3299,22/04/2021,123.38,126.22,127.02,122.22,3319500,ok,70
3300,23/04/2021,122.94,123.38,124,118.22,4410000,ok,70
3301,26/04/2021,116.89,123.56,124,116.45,2434500,ok,70
3302,27/04/2021,117.42,116.89,118.22,116.89,1631700,ok,65
3303,28/04/2021,116.89,117.42,118.4,115.38,1613300,ok,65
3304,29/04/2021,116.45,116.89,118.22,116.18,2181100,ok,74.33333333
3305,04/05/2021,118.76,116.09,119.91,112.8,1732600,ok,74.33333333
3306,05/05/2021,118.85,118.76,120.71,118.76,1268600,ok,74.33333333
3307,06/05/2021,117.78,118.85,119.11,116.45,1064200,ok,87
