,t,c,o,h,l,v,s,point
423,01/10/2009,5.7,6.02,6.02,5.7,116420,ok,90
424,02/10/2009,5.52,5.7,5.7,5.48,69310,ok,90
425,05/10/2009,5.7,5.52,5.75,5.52,65960,ok,62
426,06/10/2009,5.93,5.97,5.97,5.88,231980,ok,62
427,07/10/2009,5.97,5.88,6.02,5.88,109390,ok,62
428,08/10/2009,5.79,5.93,5.97,5.79,59630,ok,62
429,09/10/2009,6.06,6.02,6.06,5.97,146710,ok,68.5
430,12/10/2009,6.24,6.06,6.33,6.06,240400,ok,68.5
431,13/10/2009,6.29,6.24,6.29,6.15,158190,ok,68.5
432,14/10/2009,6.46,6.29,6.55,6.15,198440,ok,68.5
433,15/10/2009,6.78,6.78,6.78,6.51,128150,ok,68.5
434,16/10/2009,6.73,6.69,6.78,6.46,235680,ok,64.5
435,19/10/2009,6.78,6.73,6.78,6.55,202230,ok,70
436,20/10/2009,7.09,6.96,7.09,6.91,262620,ok,70
437,21/10/2009,7.27,7.09,7.36,7.09,128250,ok,70
438,22/10/2009,7.27,7.14,7.27,7.09,289460,ok,70
439,23/10/2009,7.63,7.63,7.63,7.36,452120,ok,90
440,26/10/2009,7.81,7.9,7.95,7.81,183000,ok,53
441,27/10/2009,7.63,7.63,7.63,7.45,229550,ok,53
442,28/10/2009,7.63,7.72,7.72,7.45,141680,ok,68
443,29/10/2009,7.45,7.36,7.45,7.27,196400,ok,68
444,30/10/2009,7.63,7.59,7.63,7.45,143230,ok,68
445,02/11/2009,7.36,7.36,7.54,7.27,246230,ok,68
446,03/11/2009,7.05,7.45,7.45,7.05,119110,ok,68
447,04/11/2009,7.36,7.18,7.36,7.18,197230,ok,68
448,05/11/2009,7.72,7.72,7.72,7.72,75700,ok,68
449,06/11/2009,8.08,8.08,8.08,7.9,271570,ok,68
450,09/11/2009,8.08,8.04,8.17,8.04,122730,ok,68
451,10/11/2009,8.35,8.35,8.44,7.99,114150,ok,73.5
452,11/11/2009,8.75,8.62,8.75,8.62,86080,ok,73.5
453,12/11/2009,9.16,8.98,9.16,8.98,161560,ok,73.5
454,13/11/2009,9.25,9.16,9.25,8.98,183080,ok,73.5
455,16/11/2009,9.7,9.7,9.7,9.61,190440,ok,73.5
456,17/11/2009,10.06,10.06,10.06,9.7,444440,ok,73.5
457,18/11/2009,9.88,10.06,10.24,9.79,599030,ok,87
458,19/11/2009,9.7,9.61,9.88,9.43,426010,ok,94.5
459,20/11/2009,10.06,9.7,10.06,9.43,195130,ok,94.5
460,23/11/2009,9.88,9.88,9.88,9.61,122000,ok,94.5
461,24/11/2009,9.97,9.88,10.06,9.7,73070,ok,94.5
462,25/11/2009,9.7,9.7,9.88,9.52,73500,ok,94.5
463,26/11/2009,10.15,9.25,10.15,9.25,139450,ok,94.5
464,27/11/2009,10.06,9.7,10.33,9.7,127600,ok,94.5
465,30/11/2009,10.51,10.33,10.51,9.97,104680,ok,35
466,01/12/2009,10.33,10.33,10.51,10.24,129550,ok,35
467,02/12/2009,10.06,10.15,10.24,9.97,44700,ok,35
468,03/12/2009,9.88,9.79,10.06,9.61,82200,ok,35
469,04/12/2009,9.52,9.88,9.88,9.43,265970,ok,66.5
470,07/12/2009,9.43,9.52,9.52,9.16,196900,ok,66.5
471,08/12/2009,9.43,9.16,9.43,9.07,270030,ok,37
472,09/12/2009,9.25,9.25,9.43,8.98,33670,ok,83
473,10/12/2009,9.25,9.25,9.25,8.89,95520,ok,83
474,11/12/2009,9.34,8.98,9.34,8.8,67400,ok,65
475,14/12/2009,9.52,9.52,9.7,9.34,72360,ok,91
476,15/12/2009,9.07,9.52,9.52,9.07,102670,ok,91
477,16/12/2009,8.62,8.71,8.71,8.62,99920,ok,91
478,17/12/2009,8.35,8.22,8.35,8.22,164980,ok,91
479,18/12/2009,7.95,7.95,8.17,7.95,154510,ok,75
480,21/12/2009,8.3,8.26,8.3,7.77,23770,ok,75
481,22/12/2009,8.71,8.71,8.71,8.53,20950,ok,75
482,23/12/2009,9.07,8.89,9.07,8.3,21280,ok,75
483,24/12/2009,8.98,9.07,9.07,8.71,34240,ok,75
484,25/12/2009,8.98,9.25,9.25,8.98,80110,ok,75
485,28/12/2009,8.71,8.57,8.98,8.57,22000,ok,75
486,29/12/2009,8.3,8.44,8.75,8.3,42220,ok,75
487,30/12/2009,8.44,7.99,8.48,7.99,62190,ok,75
488,31/12/2009,8.44,8.75,8.75,8.26,112700,ok,75
489,04/01/2010,8.8,8.44,8.8,8.44,28450,ok,75
490,05/01/2010,8.93,9.16,9.16,8.89,81630,ok,75
491,06/01/2010,8.75,8.62,8.98,8.62,26740,ok,75
492,07/01/2010,8.75,8.75,8.75,8.44,30400,ok,75
493,08/01/2010,8.71,8.66,8.89,8.53,30710,ok,75
494,11/01/2010,8.71,8.53,8.75,8.44,28680,ok,75
495,12/01/2010,8.62,8.53,8.75,8.44,25460,ok,60
496,13/01/2010,8.75,8.3,8.75,8.3,20390,ok,60
497,14/01/2010,8.75,8.75,8.75,8.62,44660,ok,60
498,15/01/2010,8.71,8.53,8.71,8.53,46940,ok,60
499,18/01/2010,8.57,8.53,8.62,8.35,33990,ok,75
500,19/01/2010,8.62,8.3,8.71,8.3,19960,ok,75
501,20/01/2010,8.62,8.62,8.66,8.44,19680,ok,75
502,21/01/2010,8.62,8.3,8.62,8.3,26680,ok,75
503,22/01/2010,8.66,8.53,8.66,8.26,70700,ok,75
504,25/01/2010,8.62,8.48,8.62,8.48,13630,ok,75
505,26/01/2010,8.62,8.62,8.66,8.53,35750,ok,75
506,27/01/2010,8.62,8.71,8.71,8.53,32600,ok,88
507,28/01/2010,8.66,8.75,8.75,8.22,23600,ok,88
508,29/01/2010,8.53,8.53,8.53,8.35,18870,ok,88
509,01/02/2010,8.53,8.39,8.53,8.39,36180,ok,70
510,02/02/2010,8.66,8.53,8.8,8.48,30660,ok,70
511,03/02/2010,8.8,8.48,8.89,8.48,96530,ok,70
512,04/02/2010,8.89,8.71,9.07,8.71,116700,ok,70
513,05/02/2010,8.62,8.71,8.89,8.53,139900,ok,70
514,08/02/2010,8.62,8.44,8.71,8.35,94980,ok,70
515,09/02/2010,8.53,8.35,8.53,8.35,103160,ok,92
516,10/02/2010,8.62,8.53,8.62,8.39,74660,ok,92
517,11/02/2010,8.71,8.66,8.71,8.62,45850,ok,92
518,12/02/2010,8.8,8.71,8.84,8.71,89470,ok,92
519,22/02/2010,8.89,8.8,8.89,8.66,71740,ok,75
520,23/02/2010,8.75,8.8,8.89,8.48,84430,ok,75
521,24/02/2010,8.48,8.44,8.75,8.39,175340,ok,78
522,25/02/2010,8.35,8.71,8.8,8.35,249890,ok,78
523,26/02/2010,8.04,8.26,8.26,7.99,337300,ok,40
524,01/03/2010,8.08,8.08,8.35,8.04,155190,ok,40
525,02/03/2010,7.99,7.99,8.08,7.95,128120,ok,40
526,03/03/2010,7.99,8.08,8.22,7.99,119700,ok,40
527,04/03/2010,8.17,8.13,8.22,8.08,65980,ok,40
528,05/03/2010,8.08,8.13,8.17,7.99,108370,ok,40
529,08/03/2010,8.08,8.17,8.26,8.04,95640,ok,72.5
530,09/03/2010,8.13,8.08,8.13,8.04,105060,ok,72.5
531,10/03/2010,8.08,8.13,8.17,8.08,90660,ok,75
532,11/03/2010,7.99,7.99,8.08,7.99,95590,ok,75
533,12/03/2010,8.17,8.08,8.26,8.08,101600,ok,75
534,15/03/2010,8.26,8.17,8.3,8.17,113160,ok,75
535,16/03/2010,8.08,8.22,8.3,8.08,98240,ok,75
536,17/03/2010,7.99,7.99,8.08,7.99,102440,ok,75
537,18/03/2010,7.99,8.08,8.08,7.9,120250,ok,75
538,19/03/2010,7.9,7.9,7.99,7.86,163290,ok,68
539,22/03/2010,7.9,7.9,8.04,7.81,52690,ok,65
540,23/03/2010,7.95,7.9,7.99,7.81,57060,ok,65
541,24/03/2010,7.99,7.95,8.04,7.9,58040,ok,65
542,25/03/2010,7.99,7.86,8.08,7.81,97320,ok,65
543,26/03/2010,8.04,8.04,8.08,7.95,130170,ok,75
544,29/03/2010,8.08,8.04,8.13,8.04,98450,ok,75
545,30/03/2010,8.13,8.04,8.17,8.04,68720,ok,75
546,31/03/2010,8.04,8.13,8.13,8.04,135820,ok,75
547,01/04/2010,8.22,8.08,8.22,8.08,195460,ok,90
548,02/04/2010,8.35,8.35,8.35,8.26,161500,ok,90
549,05/04/2010,8.66,8.62,8.75,8.53,181240,ok,90
550,06/04/2010,8.66,8.66,8.8,8.66,168710,ok,90
551,07/04/2010,8.66,8.71,8.71,8.57,135370,ok,90
552,08/04/2010,8.71,8.71,8.71,8.62,174960,ok,91.5
553,09/04/2010,8.71,8.71,8.75,8.66,129220,ok,91.5
554,12/04/2010,8.71,8.71,8.75,8.62,137590,ok,91.5
555,13/04/2010,8.71,8.66,8.8,8.66,70380,ok,91.5
556,14/04/2010,8.57,8.57,8.71,8.57,71170,ok,91.5
557,15/04/2010,8.98,8.71,8.98,8.71,159470,ok,91.5
558,16/04/2010,8.98,8.98,9.07,8.89,75910,ok,91.5
559,19/04/2010,8.75,8.75,8.98,8.75,86200,ok,91.5
560,20/04/2010,8.89,8.57,8.89,8.57,128820,ok,85
561,21/04/2010,8.98,8.93,9.07,8.89,223690,ok,85
562,22/04/2010,9.43,9.34,9.43,9.25,143480,ok,85
563,26/04/2010,9.79,9.79,9.88,9.61,114920,ok,85
564,27/04/2010,9.97,9.79,10.06,9.79,139560,ok,85
565,28/04/2010,9.97,9.97,10.15,9.7,128870,ok,45
566,29/04/2010,10.15,10.06,10.15,9.97,84380,ok,84
567,04/05/2010,10.6,10.6,10.6,10.6,52610,ok,72
568,05/05/2010,10.95,10.95,11.04,10.78,206200,ok,72
569,06/05/2010,10.69,10.69,10.95,10.6,256370,ok,78
570,07/05/2010,10.98,11.14,11.14,10.82,316080,ok,78
571,10/05/2010,10.82,11.46,11.46,10.82,265800,ok,78
572,11/05/2010,10.82,10.98,10.98,10.59,268990,ok,78
573,12/05/2010,10.35,10.67,10.67,10.35,256220,ok,82.33333333
574,13/05/2010,10.27,10.35,10.51,10.19,193870,ok,80
575,14/05/2010,10.35,10.27,10.51,10.19,164120,ok,70
576,17/05/2010,10.03,10.51,10.51,9.87,165670,ok,70
577,18/05/2010,10.11,10.11,10.19,9.71,114290,ok,70
578,19/05/2010,9.63,9.63,10.19,9.63,172960,ok,70
579,20/05/2010,9.63,9.15,9.71,9.15,149850,ok,70
580,21/05/2010,9.47,9.15,9.55,9.15,121700,ok,70
581,24/05/2010,9.79,9.79,9.79,9.47,100590,ok,70
582,25/05/2010,9.87,10.03,10.19,9.71,224980,ok,70
583,26/05/2010,10.03,10.03,10.19,9.95,126060,ok,70
584,27/05/2010,10.19,10.35,10.35,9.87,140040,ok,70
585,28/05/2010,10.59,10.67,10.67,10.43,129880,ok,70
586,31/05/2010,10.43,10.59,10.67,10.35,85620,ok,70
587,01/06/2010,10.27,10.27,10.51,10.11,190970,ok,75
588,02/06/2010,10.59,10.19,10.59,9.95,159120,ok,75
589,03/06/2010,10.75,10.75,10.9,10.67,130200,ok,70
590,04/06/2010,10.67,10.67,10.82,10.59,166380,ok,70
591,07/06/2010,10.27,10.35,10.51,10.27,175470,ok,70
592,08/06/2010,10.03,9.87,10.35,9.87,148800,ok,70
593,09/06/2010,9.95,9.95,10.43,9.79,215330,ok,70
594,10/06/2010,10.27,9.87,10.35,9.87,152500,ok,70
595,11/06/2010,10.51,10.27,10.59,10.27,22080,ok,70
596,14/06/2010,10.59,10.51,10.67,10.51,184100,ok,70
597,15/06/2010,10.51,10.51,10.67,10.43,165070,ok,50
598,16/06/2010,10.35,10.35,10.51,10.27,212060,ok,71
599,17/06/2010,10.35,10.19,10.35,10.11,96250,ok,71
600,18/06/2010,10.51,10.35,10.51,10.35,160060,ok,71
601,21/06/2010,10.67,10.75,10.82,10.51,281680,ok,71
602,22/06/2010,10.9,10.51,10.9,10.51,210430,ok,71
603,23/06/2010,10.9,10.82,10.9,10.75,105830,ok,70
604,24/06/2010,10.75,10.82,10.98,10.75,147460,ok,70
605,25/06/2010,10.51,10.67,10.82,10.51,229300,ok,70
606,28/06/2010,10.75,10.51,10.82,10.51,119190,ok,70
607,29/06/2010,10.98,10.82,10.98,10.75,137180,ok,65
608,30/06/2010,11.06,10.75,11.06,10.67,187370,ok,65
609,01/07/2010,10.9,11.06,11.06,10.82,186030,ok,65
610,02/07/2010,10.9,10.9,10.9,10.82,139070,ok,75
611,05/07/2010,11.22,10.9,11.22,10.9,184310,ok,75
612,06/07/2010,11.22,11.22,11.22,11.06,152510,ok,75
613,07/07/2010,11.06,11.22,11.38,11.06,101480,ok,75
614,08/07/2010,11.06,11.06,11.22,11.06,126410,ok,75
615,09/07/2010,11.06,11.06,11.22,11.06,23090,ok,65
616,12/07/2010,10.9,11.14,11.14,10.75,133160,ok,65
617,13/07/2010,11.06,10.9,11.06,10.82,136290,ok,65
618,14/07/2010,10.9,10.9,11.3,10.9,141580,ok,65
619,15/07/2010,10.75,10.9,11.14,10.75,132090,ok,65
620,16/07/2010,10.75,10.75,11.06,10.67,103720,ok,65
621,19/07/2010,10.98,10.67,10.98,10.67,116870,ok,65
622,20/07/2010,10.75,10.82,10.98,10.75,98090,ok,65
623,21/07/2010,10.98,10.98,10.98,10.82,29610,ok,65
624,22/07/2010,10.9,10.75,10.9,10.75,75160,ok,88
625,23/07/2010,10.98,10.9,11.06,10.9,79570,ok,88
626,26/07/2010,10.82,10.82,11.06,10.82,90350,ok,88
627,27/07/2010,10.98,10.82,10.98,10.82,105180,ok,88
628,28/07/2010,10.82,10.98,10.98,10.75,116950,ok,70
629,29/07/2010,10.75,10.82,10.82,10.75,92660,ok,70
630,30/07/2010,10.82,10.82,10.9,10.67,83390,ok,75
631,02/08/2010,10.9,10.98,10.98,10.67,69950,ok,75
632,03/08/2010,10.82,10.82,11.06,10.82,127240,ok,75
633,04/08/2010,10.82,10.9,10.9,10.75,65650,ok,75
634,05/08/2010,10.82,10.9,10.9,10.75,109720,ok,75
635,06/08/2010,10.82,10.9,10.9,10.67,70650,ok,75
636,09/08/2010,10.82,10.9,10.9,10.67,71090,ok,75
637,10/08/2010,10.67,10.75,10.75,10.59,129620,ok,75
638,11/08/2010,10.82,10.67,10.82,10.51,98620,ok,75
639,12/08/2010,10.59,10.82,10.82,10.51,123390,ok,75
640,13/08/2010,10.67,10.59,10.67,10.51,141490,ok,75
641,16/08/2010,10.67,10.67,10.67,10.67,80080,ok,75
642,17/08/2010,10.67,10.67,10.67,10.59,84010,ok,75
643,18/08/2010,10.43,10.67,10.67,10.27,99710,ok,75
644,19/08/2010,10.35,10.35,10.59,10.27,83370,ok,75
645,20/08/2010,10.43,10.51,10.59,9.95,47520,ok,75
646,23/08/2010,10.43,10.43,10.51,10.35,55680,ok,75
647,24/08/2010,9.95,10.51,10.51,9.95,79650,ok,75
648,25/08/2010,9.55,9.55,10.19,9.47,77450,ok,90
649,26/08/2010,9.71,9.31,9.87,9.31,98860,ok,86
650,27/08/2010,9.71,9.71,9.79,9.55,83900,ok,66
651,30/08/2010,9.87,9.79,9.87,9.79,131600,ok,66
652,31/08/2010,10.03,10.03,10.11,9.95,383410,ok,77.5
653,01/09/2010,10.03,10.03,10.03,9.87,70650,ok,77.5
654,06/09/2010,10.03,10.03,10.27,9.95,146690,ok,77.5
655,07/09/2010,9.79,10.03,10.11,9.79,168790,ok,77.5
656,08/09/2010,9.47,9.87,9.87,9.47,128020,ok,77.5
657,09/09/2010,9.87,9.55,9.87,9.55,105610,ok,77.5
658,10/09/2010,9.63,10.19,10.19,9.63,83060,ok,77.5
659,13/09/2010,9.63,9.79,9.79,9.39,48530,ok,77.5
660,14/09/2010,9.23,9.47,9.63,9.15,341010,ok,77.5
661,15/09/2010,8.91,9.23,9.23,8.84,252500,ok,70
662,16/09/2010,8.99,8.6,9.07,8.52,485630,ok,89
663,17/09/2010,9.07,8.68,9.15,8.68,266140,ok,89
664,20/09/2010,9.15,8.84,9.31,8.84,307750,ok,89
665,21/09/2010,8.76,9.23,9.23,8.76,623660,ok,89
666,22/09/2010,8.76,8.76,8.91,8.52,254520,ok,89
667,23/09/2010,8.84,8.6,8.84,8.6,169830,ok,89
668,24/09/2010,8.99,8.84,8.99,8.76,78260,ok,89
669,27/09/2010,9.15,8.99,9.15,8.91,129040,ok,89
670,28/09/2010,9.55,9.07,9.55,9.07,375150,ok,68
671,29/09/2010,9.79,9.87,10.03,9.79,553030,ok,68
672,30/09/2010,9.71,9.47,9.79,9.47,138730,ok,68
673,01/10/2010,9.39,9.79,9.79,9.31,92550,ok,68
674,04/10/2010,9.39,9.55,9.55,9.07,239990,ok,68
675,05/10/2010,9.71,9.39,9.71,9.23,279060,ok,68
676,06/10/2010,10.19,9.55,10.19,9.55,241960,ok,45
677,07/10/2010,10.35,10.03,10.67,10.03,397490,ok,45
678,08/10/2010,10.43,9.87,10.51,9.87,128750,ok,45
679,11/10/2010,10.43,10.43,10.43,10.03,92940,ok,45
680,12/10/2010,10.35,10.35,10.43,10.27,58240,ok,75
681,13/10/2010,10.35,10.03,10.35,10.03,138430,ok,75
682,14/10/2010,10.59,10.35,10.67,10.35,187470,ok,75
683,15/10/2010,10.27,10.35,10.67,10.11,80750,ok,75
684,18/10/2010,10.03,10.03,10.43,9.95,105250,ok,75
685,19/10/2010,10.35,10.35,10.43,10.03,125270,ok,75
686,20/10/2010,10.11,10.11,10.35,10.03,67330,ok,75
687,21/10/2010,10.35,10.11,10.35,10.11,84490,ok,75
688,22/10/2010,10.51,10.35,10.51,10.11,154290,ok,43
689,25/10/2010,10.98,10.51,10.98,10.51,171410,ok,43
690,26/10/2010,11.14,11.14,11.14,10.98,132570,ok,90
691,27/10/2010,10.82,10.82,11.14,10.67,79360,ok,85
692,28/10/2010,10.75,10.51,10.98,10.51,170510,ok,85
693,29/10/2010,10.75,10.82,10.82,10.67,86840,ok,85
694,01/11/2010,10.75,10.51,10.82,10.51,67060,ok,85
695,02/11/2010,10.75,10.43,10.75,10.43,99530,ok,85
696,03/11/2010,10.82,10.43,10.82,10.43,91240,ok,85
697,04/11/2010,11.06,10.67,11.06,10.67,238550,ok,70
698,05/11/2010,11.38,10.9,11.46,10.9,147440,ok,70
699,08/11/2010,11.94,11.46,11.94,11.46,254520,ok,70
700,09/11/2010,11.86,11.94,11.94,11.78,220010,ok,68
701,10/11/2010,11.78,11.62,11.94,11.62,292630,ok,68
702,11/11/2010,11.94,11.7,11.94,11.7,223760,ok,68
703,12/11/2010,11.62,11.7,11.94,11.38,157260,ok,68
704,15/11/2010,11.54,11.86,11.94,11.38,81540,ok,68
705,16/11/2010,11.46,11.54,11.78,11.3,194400,ok,85
706,17/11/2010,11.54,11.3,11.7,11.3,272530,ok,85
707,18/11/2010,11.54,11.54,11.7,11.3,236600,ok,85
708,19/11/2010,11.7,11.54,11.7,11.46,124280,ok,85
709,22/11/2010,11.7,11.7,11.7,11.54,156270,ok,85
710,23/11/2010,12.26,11.7,12.26,11.62,148130,ok,60
711,24/11/2010,12.5,12.26,12.74,12.1,94650,ok,60
712,25/11/2010,12.58,12.74,12.74,12.42,129800,ok,85
713,26/11/2010,12.58,12.74,12.74,12.34,101830,ok,78
714,29/11/2010,12.89,12.81,12.89,12.5,169970,ok,88
715,30/11/2010,12.89,12.74,12.97,12.74,106080,ok,88
716,01/12/2010,12.81,12.89,12.89,12.74,111500,ok,68
717,02/12/2010,12.81,12.58,12.89,12.58,166650,ok,68
718,03/12/2010,12.81,13.05,13.05,12.81,132790,ok,68
719,06/12/2010,13.05,12.58,13.05,12.58,259520,ok,68
720,07/12/2010,13.69,13.37,13.69,13.13,215150,ok,68
721,08/12/2010,14.17,14.01,14.33,13.05,255060,ok,60
722,09/12/2010,14.33,13.69,14.33,13.69,203300,ok,60
723,10/12/2010,15.04,14.41,15.04,13.85,292490,ok,60
724,13/12/2010,15.76,15.68,15.76,15.28,501360,ok,84
725,14/12/2010,16.4,16.24,16.4,15.92,397770,ok,84
726,15/12/2010,17.03,16.4,17.19,16.4,348760,ok,84
727,16/12/2010,16.24,17.03,17.03,16.24,201840,ok,84
728,17/12/2010,15.44,15.52,16.08,15.44,153530,ok,84
729,20/12/2010,14.73,15.2,15.44,14.73,174940,ok,76
730,21/12/2010,14.73,14.17,14.8,14.01,447630,ok,92
731,22/12/2010,14.8,15.12,15.12,14.09,103690,ok,92
732,23/12/2010,14.49,14.96,14.96,14.49,224110,ok,92
733,24/12/2010,14.33,14.01,14.65,14.01,188980,ok,68
734,27/12/2010,14.17,14.33,14.41,14.17,230850,ok,68
735,28/12/2010,14.49,13.93,14.49,13.93,92730,ok,68
736,29/12/2010,14.96,14.73,14.96,14.57,136580,ok,68
737,30/12/2010,15.28,14.96,15.68,14.96,103890,ok,80
738,31/12/2010,15.52,15.28,15.92,15.28,90740,ok,78
739,04/01/2011,15.36,15.28,15.6,15.2,224360,ok,78
740,05/01/2011,15.36,15.6,15.6,15.28,77770,ok,78
741,06/01/2011,15.28,14.96,15.44,14.96,136200,ok,65
742,07/01/2011,15.2,15.28,15.36,14.96,343910,ok,65
743,10/01/2011,15.36,15.44,15.44,15.12,188760,ok,65
744,11/01/2011,15.36,15.36,15.52,15.2,354510,ok,65
745,12/01/2011,15.28,15.36,15.44,15.2,327520,ok,62
746,13/01/2011,15.68,15.28,15.68,15.2,81190,ok,50
747,14/01/2011,15.28,15.76,15.76,15.28,269460,ok,50
748,17/01/2011,15.12,15.36,15.36,14.8,146170,ok,50
749,18/01/2011,14.49,15.2,15.2,14.49,209380,ok,70
750,19/01/2011,14.41,14.8,14.88,14.17,215470,ok,70
751,20/01/2011,14.41,14.65,14.65,14.33,63700,ok,70
752,21/01/2011,14.33,14.25,14.65,14.25,110780,ok,70
753,24/01/2011,14.01,14.65,14.65,14.01,45150,ok,70
754,25/01/2011,14.49,14.41,14.57,14.17,46270,ok,70
755,26/01/2011,14.33,14.65,14.65,14.33,15700,ok,70
756,27/01/2011,14.33,14.57,14.57,14.25,9470,ok,70
757,28/01/2011,15.04,14.33,15.04,14.33,67030,ok,67
758,08/02/2011,15.44,15.12,15.44,15.04,167690,ok,73
759,09/02/2011,15.76,15.44,15.92,15.44,183610,ok,76
760,10/02/2011,15.76,15.6,15.92,15.44,178010,ok,85
761,11/02/2011,16.08,15.76,16.24,15.6,218050,ok,85
762,14/02/2011,16.88,16.4,16.88,16.4,284840,ok,72
763,15/02/2011,17.35,16.88,17.67,16.88,255250,ok,72
764,16/02/2011,17.35,17.51,17.51,17.19,256390,ok,72
765,17/02/2011,16.56,16.88,17.03,16.56,270500,ok,72
766,18/02/2011,16.72,16.56,16.72,16.24,292640,ok,72
767,21/02/2011,16.08,16.72,16.72,15.92,284540,ok,72
768,22/02/2011,15.76,15.44,16.56,15.36,180730,ok,72
769,23/02/2011,16.4,15.92,16.4,15.76,579360,ok,90
770,24/02/2011,16.72,16.4,16.88,16.4,376880,ok,90
771,28/02/2011,17.03,17.19,17.83,17.03,335190,ok,85
772,01/03/2011,17.67,17.03,17.83,17.03,589450,ok,85
773,02/03/2011,18.47,17.83,18.47,17.51,555610,ok,85
774,04/03/2011,19.74,19.1,19.9,18.79,375430,ok,68
775,07/03/2011,20.38,20.38,20.38,19.58,370820,ok,68
776,08/03/2011,20.54,19.9,20.7,19.9,401950,ok,68
777,09/03/2011,20.06,20.54,20.54,20.06,759970,ok,78
778,10/03/2011,19.74,19.58,20.38,19.58,110130,ok,78
779,11/03/2011,20.7,19.58,20.7,19.58,212320,ok,60
780,14/03/2011,19.9,19.74,21.17,19.74,77200,ok,70
781,15/03/2011,18.95,19.9,19.9,18.95,96350,ok,73
782,16/03/2011,18.47,18.95,18.95,18.15,264380,ok,73
783,17/03/2011,18.79,18.47,19.1,18.15,34310,ok,73
784,18/03/2011,18.63,18.79,19.26,18.47,116970,ok,73
785,21/03/2011,19.26,18.63,19.42,18.63,79710,ok,73
786,22/03/2011,18.47,19.42,19.74,18.47,62910,ok,73
787,23/03/2011,19.1,18.95,19.1,18.63,36020,ok,73
788,24/03/2011,19.58,18.95,19.58,18.95,39510,ok,73
789,25/03/2011,19.1,19.74,19.9,19.1,34560,ok,73
790,28/03/2011,19.42,19.1,19.58,18.15,64480,ok,73
791,29/03/2011,19.9,19.74,19.9,19.58,50120,ok,73
792,30/03/2011,20.86,20.22,20.86,20.06,104320,ok,74
793,31/03/2011,20.86,21.49,21.65,20.7,77700,ok,45
794,01/04/2011,20.86,21.17,21.49,20.7,57830,ok,75
795,04/04/2011,20.7,21.01,21.01,20.54,23700,ok,75
796,05/04/2011,20.86,21.01,21.01,20.54,35360,ok,75
797,06/04/2011,20.86,21.01,21.01,20.7,58560,ok,75
798,07/04/2011,21.17,20.86,21.17,20.86,61320,ok,75
799,08/04/2011,21.33,21.49,21.49,21.17,84740,ok,75
800,13/04/2011,21.49,21.33,21.65,21.33,65640,ok,40
801,14/04/2011,21.49,21.33,21.49,21.17,71840,ok,40
802,15/04/2011,21.33,21.17,21.49,21.17,133350,ok,40
803,19/04/2011,21.33,21.17,21.49,21.17,108050,ok,40
804,20/04/2011,21.49,21.33,21.49,21.17,153070,ok,40
805,21/04/2011,21.65,21.49,21.97,21.49,201490,ok,40
806,22/04/2011,21.33,21.49,21.81,21.33,127730,ok,65
807,25/04/2011,21.01,20.7,21.33,20.7,101520,ok,65
808,26/04/2011,20.38,20.22,20.7,20.22,139450,ok,65
809,27/04/2011,21.33,20.38,21.33,20.38,130270,ok,65
810,28/04/2011,21.17,21.17,21.33,21.01,107270,ok,65
811,29/04/2011,21.33,21.33,21.33,21.01,29220,ok,65
812,04/05/2011,21.33,21.33,21.33,21.17,127280,ok,65
813,05/05/2011,21.33,21.33,21.33,21.01,48900,ok,65
814,06/05/2011,21.01,21.01,21.17,20.38,159790,ok,65
815,09/05/2011,20.86,20.7,21.01,20.7,105270,ok,65
816,10/05/2011,21.01,20.86,21.33,20.86,87300,ok,65
817,11/05/2011,21.01,21.01,21.17,20.86,129230,ok,65
818,12/05/2011,21.01,21.17,21.17,20.86,119730,ok,65
819,13/05/2011,20.7,21.01,21.01,20.38,159110,ok,65
820,16/05/2011,19.74,20.86,21.01,19.74,46450,ok,68
821,17/05/2011,18.79,20.22,20.38,18.79,207090,ok,100
822,18/05/2011,17.99,17.99,17.99,17.99,45690,ok,64
823,19/05/2011,17.19,17.19,17.19,17.19,47200,ok,64
824,20/05/2011,17.35,16.4,17.35,16.4,489150,ok,64
825,24/05/2011,16.24,16.56,16.88,16.24,336060,ok,30
826,25/05/2011,15.44,15.44,16.24,15.44,840600,ok,30
827,26/05/2011,15.44,14.73,15.44,14.73,977830,ok,30
828,27/05/2011,16.08,15.92,16.08,15.76,131580,ok,65
829,30/05/2011,16.88,16.72,16.88,16.4,88400,ok,65
830,31/05/2011,17.67,17.03,17.67,17.03,54240,ok,70
831,01/06/2011,18.47,18.31,18.47,18.31,64200,ok,75
832,02/06/2011,19.26,19.26,19.26,19.26,18280,ok,65
833,03/06/2011,19.26,20.22,20.22,18.31,244790,ok,65
834,06/06/2011,18.31,18.95,19.26,18.31,53700,ok,68
835,07/06/2011,17.51,18.63,18.95,17.51,180380,ok,71.5
836,08/06/2011,17.51,17.99,17.99,16.72,106270,ok,71.5
837,09/06/2011,17.99,17.83,17.99,17.19,24500,ok,36.5
838,10/06/2011,17.99,17.99,18.47,17.83,72400,ok,36.5
839,13/06/2011,18.79,18.79,18.79,18.79,81300,ok,85
840,14/06/2011,19.58,19.58,19.58,19.26,274280,ok,94
841,15/06/2011,20.54,20.54,20.54,20.54,105290,ok,94
842,16/06/2011,21.52,21.52,21.52,21.35,289380,ok,92
