,t,c,o,h,l,v,s,Date,sentiment_score
2945,1574208000,103.11,104.18,104.18,103.11,705410,ok,2019-11-20,50.0
2946,1574294400,102.49,104.0,104.0,101.16,1567980,ok,2019-11-21,50.0
2947,1574380800,103.29,103.02,103.91,102.49,308940,ok,2019-11-22,50.0
2948,1574640000,103.11,103.29,103.29,102.67,234180,ok,2019-11-25,50.0
2949,1574726400,102.4,103.11,103.11,102.31,1027110,ok,2019-11-26,50.0
2950,1574812800,102.76,102.4,103.38,102.31,304630,ok,2019-11-27,50.0
2951,1574899200,102.85,102.31,103.11,101.6,232980,ok,2019-11-28,50.0
2952,1574985600,102.85,102.85,103.2,101.78,205040,ok,2019-11-29,50.0
2953,1575244800,102.22,102.67,103.38,101.16,300040,ok,2019-12-02,50.0
2954,1575331200,102.22,102.22,103.38,101.51,300130,ok,2019-12-03,50.0
2955,1575417600,102.67,101.51,102.67,101.51,179900,ok,2019-12-04,50.0
2956,1575504000,102.94,103.11,103.2,102.67,167250,ok,2019-12-05,50.0
2957,1575590400,103.02,103.11,103.38,102.58,144740,ok,2019-12-06,50.0
2958,1575849600,103.02,102.94,103.02,102.22,188330,ok,2019-12-09,50.0
2959,1575936000,103.02,102.67,103.02,100.98,575810,ok,2019-12-10,50.0
2960,1576022400,103.02,103.02,103.02,101.78,301370,ok,2019-12-11,50.0
2961,1576108800,103.11,103.11,103.11,102.4,334050,ok,2019-12-12,50.0
2962,1576195200,103.11,102.94,103.11,102.14,295370,ok,2019-12-13,50.0
2963,1576454400,102.94,103.11,103.11,102.05,377010,ok,2019-12-16,50.0
2964,1576540800,102.94,102.94,102.94,101.78,273030,ok,2019-12-17,50.0
2965,1576627200,102.94,102.22,103.02,101.78,847090,ok,2019-12-18,50.0
2966,1576713600,102.94,102.22,103.11,101.33,974360,ok,2019-12-19,50.0
2967,1576800000,102.94,102.94,102.94,101.96,839200,ok,2019-12-20,50.0
2968,1577059200,102.85,102.94,102.94,101.6,591380,ok,2019-12-23,50.0
2969,1577145600,102.67,102.76,102.76,101.6,449960,ok,2019-12-24,50.0
2970,1577232000,102.67,102.49,102.67,101.6,348350,ok,2019-12-25,50.0
2971,1577318400,102.58,102.49,102.85,101.69,507390,ok,2019-12-26,50.0
2972,1577404800,102.4,102.58,102.58,101.33,564070,ok,2019-12-27,50.0
2973,1577664000,102.22,101.78,102.22,101.51,504080,ok,2019-12-30,50.0
2974,1577750400,102.22,102.22,102.22,101.42,614630,ok,2019-12-31,50.0
2975,1577923200,102.22,102.14,102.22,101.33,440280,ok,2020-01-02,50.0
2976,1578009600,102.49,102.22,102.49,101.6,248940,ok,2020-01-03,50.0
2977,1578268800,101.96,102.22,102.22,101.69,301910,ok,2020-01-06,50.0
2978,1578355200,101.96,101.78,102.22,101.6,183910,ok,2020-01-07,50.0
2979,1578441600,101.6,101.78,101.96,100.98,468910,ok,2020-01-08,50.0
2980,1578528000,101.96,101.6,102.31,101.51,273870,ok,2020-01-09,50.0
2981,1578614400,102.05,102.22,102.22,101.96,159120,ok,2020-01-10,50.0
2982,1578873600,102.14,101.96,102.31,101.78,146680,ok,2020-01-13,50.0
2983,1578960000,102.22,102.14,102.31,101.6,101150,ok,2020-01-14,50.0
2984,1579046400,102.22,102.22,102.22,101.6,205600,ok,2020-01-15,50.0
2985,1579132800,102.22,102.22,102.31,101.6,186740,ok,2020-01-16,50.0
2986,1579219200,102.14,102.14,102.31,101.69,169100,ok,2020-01-17,50.0
2987,1579478400,102.14,102.14,102.14,101.6,370670,ok,2020-01-20,50.0
2988,1579564800,102.14,101.6,102.22,101.6,181510,ok,2020-01-21,50.0
2989,1579651200,102.14,102.14,102.14,101.51,371780,ok,2020-01-22,50.0
2990,1580342400,102.14,101.42,102.14,99.65,682720,ok,2020-01-30,50.0
2991,1580428800,102.05,102.14,102.14,100.98,831740,ok,2020-01-31,50.0
2992,1580688000,102.05,101.16,102.05,99.82,760420,ok,2020-02-03,50.0
2993,1580774400,102.05,100.98,102.05,99.38,1485500,ok,2020-02-04,50.0
2994,1580860800,101.78,102.05,102.05,100.45,468420,ok,2020-02-05,50.0
2995,1580947200,101.69,101.78,101.96,100.27,676290,ok,2020-02-06,50.0
2996,1581033600,101.69,101.33,101.69,99.56,1295520,ok,2020-02-07,50.0
2997,1581292800,101.07,100.45,101.42,100.45,192700,ok,2020-02-10,50.0
2998,1581379200,100.89,100.89,101.51,100.45,216470,ok,2020-02-11,50.0
2999,1581465600,99.56,100.8,100.8,99.56,452790,ok,2020-02-12,50.0
3000,1581552000,99.91,99.11,100.18,99.02,285340,ok,2020-02-13,50.0
3001,1581638400,97.78,99.82,100.09,97.78,252390,ok,2020-02-14,50.0
3002,1581897600,96.0,97.78,97.78,93.33,742220,ok,2020-02-17,50.0
3003,1581984000,92.89,95.11,95.11,92.45,791870,ok,2020-02-18,50.0
3004,1582070400,93.33,92.0,95.11,92.0,875320,ok,2020-02-19,50.0
3005,1582156800,97.78,94.22,97.78,93.33,353570,ok,2020-02-20,50.0
3006,1582243200,97.69,96.53,97.78,95.82,309060,ok,2020-02-21,50.0
3007,1582502400,95.38,95.2,96.0,93.78,1428650,ok,2020-02-24,50.0
3008,1582588800,95.11,94.85,95.38,94.14,543820,ok,2020-02-25,50.0
3009,1582675200,94.14,92.45,94.76,92.45,625410,ok,2020-02-26,50.0
3010,1582761600,93.87,94.05,94.22,92.53,740420,ok,2020-02-27,50.0
3011,1582848000,93.69,93.33,93.69,91.56,870840,ok,2020-02-28,50.0
3012,1583107200,93.69,92.45,93.69,91.29,742130,ok,2020-03-02,50.0
3013,1583193600,93.78,93.42,93.87,92.89,557950,ok,2020-03-03,50.0
3014,1583280000,93.78,92.98,93.78,92.0,443810,ok,2020-03-04,50.0
3015,1583366400,93.87,93.42,94.14,92.27,352300,ok,2020-03-05,50.0
3016,1583452800,93.33,93.33,93.33,91.65,750830,ok,2020-03-06,50.0
3017,1583712000,86.85,90.22,90.67,86.85,966890,ok,2020-03-09,50.0
3018,1583798400,86.85,82.67,88.18,81.07,825490,ok,2020-03-10,50.0
3019,1583884800,86.22,87.11,87.11,80.98,1049580,ok,2020-03-11,50.0
3020,1583971200,81.6,80.89,82.05,80.27,1896270,ok,2020-03-12,50.0
3021,1584057600,82.22,76.44,82.22,75.91,1226880,ok,2020-03-13,50.0
3022,1584316800,82.22,81.78,82.22,76.98,971340,ok,2020-03-16,50.0
3023,1584403200,78.67,79.56,82.05,77.87,681330,ok,2020-03-17,50.0
3024,1584489600,79.11,78.13,80.0,76.89,785390,ok,2020-03-18,50.0
3025,1584576000,78.84,77.25,78.84,73.87,1103680,ok,2020-03-19,50.0
3026,1584662400,73.33,78.84,78.84,73.33,1083480,ok,2020-03-20,50.0
3027,1584921600,68.27,69.33,69.6,68.27,678160,ok,2020-03-23,50.0
3028,1585008000,63.65,63.82,66.67,63.56,1408890,ok,2020-03-24,50.0
3029,1585094400,68.0,63.56,68.0,60.45,1401570,ok,2020-03-25,50.0
3030,1585180800,72.71,68.98,72.71,67.2,1242250,ok,2020-03-26,50.0
3031,1585267200,77.16,72.89,77.69,70.67,1149310,ok,2020-03-27,50.0
3032,1585526400,72.36,71.82,72.89,71.82,881240,ok,2020-03-30,50.0
3033,1585612800,74.13,72.36,77.33,71.47,1296450,ok,2020-03-31,50.0
3034,1585699200,76.44,73.33,77.33,72.0,437820,ok,2020-04-01,50.0
3035,1585872000,81.33,76.44,80.89,76.44,1184500,ok,2020-04-03,50.0
3036,1586131200,86.49,81.78,86.49,81.16,2698260,ok,2020-04-06,50.0
3037,1586217600,86.49,86.76,89.69,82.67,2855700,ok,2020-04-07,50.0
3038,1586304000,83.56,86.22,86.22,83.56,760120,ok,2020-04-08,50.0
3039,1586390400,85.33,83.56,86.49,83.38,1560610,ok,2020-04-09,50.0
3040,1586476800,84.45,85.33,86.05,83.29,983120,ok,2020-04-10,50.0
3041,1586736000,85.33,85.16,85.33,84.36,1411550,ok,2020-04-13,50.0
3042,1586822400,84.98,85.78,85.78,84.0,631630,ok,2020-04-14,50.0
3043,1586908800,85.33,84.98,85.33,84.36,1176850,ok,2020-04-15,50.0
3044,1586995200,85.25,85.33,85.33,84.18,845580,ok,2020-04-16,50.0
3045,1587081600,85.42,84.71,85.42,79.29,1191510,ok,2020-04-17,50.0
3046,1587340800,85.51,85.42,85.69,84.36,1055020,ok,2020-04-20,50.0
3047,1587427200,82.93,84.89,84.89,82.22,892270,ok,2020-04-21,50.0
3048,1587513600,82.22,81.78,82.49,80.44,884070,ok,2020-04-22,50.0
3049,1587600000,82.67,82.67,84.36,82.4,347420,ok,2020-04-23,50.0
3050,1587686400,82.67,82.67,83.47,82.13,300240,ok,2020-04-24,50.0
3051,1587945600,81.78,84.45,84.45,82.13,405450,ok,2020-04-27,50.0
3052,1588032000,81.78,82.22,82.58,81.33,222920,ok,2020-04-28,50.0
3053,1588118400,81.69,82.67,83.02,80.44,314400,ok,2020-04-29,50.0
3054,1588550400,81.6,81.69,82.22,80.0,259550,ok,2020-05-04,50.0
3055,1588636800,82.22,81.6,82.67,81.6,274700,ok,2020-05-05,50.0
3056,1588723200,84.45,82.31,84.45,82.22,773570,ok,2020-05-06,50.0
3057,1588809600,85.33,84.45,85.33,83.56,617800,ok,2020-05-07,50.0
3058,1588896000,86.67,85.69,88.89,85.42,1683960,ok,2020-05-08,50.0
3059,1589155200,86.67,87.11,87.11,85.25,1358920,ok,2020-05-11,50.0
3060,1589241600,86.22,86.58,86.58,84.45,489430,ok,2020-05-12,50.0
3061,1589328000,84.45,84.53,85.33,81.33,2652530,ok,2020-05-13,50.0
3062,1589414400,85.33,84.45,85.96,83.47,1002810,ok,2020-05-14,50.0
3063,1589500800,86.22,85.33,86.67,85.16,327650,ok,2020-05-15,50.0
3064,1589760000,85.78,86.22,86.22,84.89,229440,ok,2020-05-18,50.0
3065,1589846400,85.78,86.31,86.58,85.33,729850,ok,2020-05-19,50.0
3066,1589932800,85.87,85.69,86.22,85.42,254730,ok,2020-05-20,50.0
3067,1590019200,87.11,86.22,87.11,86.13,674380,ok,2020-05-21,50.0
3068,1590105600,85.69,87.11,87.11,85.69,292930,ok,2020-05-22,50.0
3069,1590364800,86.31,85.51,86.31,85.33,216400,ok,2020-05-25,65.0
3070,1590451200,86.13,86.22,86.67,85.69,360000,ok,2020-05-26,65.0
3071,1590537600,86.13,86.13,87.02,85.78,591440,ok,2020-05-27,65.0
3072,1590624000,86.22,86.13,86.67,85.6,314790,ok,2020-05-28,65.0
3073,1590710400,86.22,86.22,86.67,85.87,493500,ok,2020-05-29,70.0
3074,1590969600,86.4,86.22,86.4,85.78,481490,ok,2020-06-01,70.0
3075,1591056000,85.96,86.4,86.4,85.78,410720,ok,2020-06-02,70.0
3076,1591142400,86.05,85.78,86.05,84.89,466430,ok,2020-06-03,70.0
3077,1591228800,85.33,86.05,86.05,85.33,550740,ok,2020-06-04,70.0
3078,1591315200,84.45,85.33,85.51,84.45,525870,ok,2020-06-05,70.0
3079,1591574400,85.33,84.62,86.76,84.62,437550,ok,2020-06-08,70.0
3080,1591660800,85.33,86.22,86.22,85.42,318400,ok,2020-06-09,70.0
3081,1591747200,84.98,85.51,85.51,84.8,488490,ok,2020-06-10,70.0
3082,1591833600,82.67,84.98,85.51,82.67,761540,ok,2020-06-11,70.0
3083,1591920000,81.6,80.0,82.22,79.91,875940,ok,2020-06-12,70.0
3084,1592179200,79.11,82.67,82.67,79.11,791710,ok,2020-06-15,70.0
3085,1592265600,83.02,81.33,84.27,79.91,658480,ok,2020-06-16,70.0
3086,1592352000,81.69,82.67,83.02,80.44,380880,ok,2020-06-17,70.0
3087,1592438400,80.89,81.69,82.22,80.8,312850,ok,2020-06-18,35.0
3088,1592524800,86.49,80.89,86.49,80.89,1840100,ok,2020-06-19,35.0
3089,1592784000,86.13,86.22,86.22,84.62,508020,ok,2020-06-22,35.0
3090,1592870400,83.73,85.51,85.6,83.73,432630,ok,2020-06-23,35.0
3091,1592956800,84.18,84.0,84.53,83.56,214320,ok,2020-06-24,35.0
3092,1593043200,83.02,82.93,83.91,82.49,169470,ok,2020-06-25,35.0
3093,1593129600,81.33,83.11,83.91,81.33,222240,ok,2020-06-26,35.0
3094,1593388800,79.11,81.33,81.69,79.11,359370,ok,2020-06-29,35.0
3095,1593475200,79.11,80.89,80.89,79.11,350550,ok,2020-06-30,35.0
3096,1593561600,80.89,80.44,81.33,79.11,92060,ok,2020-07-01,35.0
3097,1593648000,79.91,80.53,80.98,79.56,420700,ok,2020-07-02,35.0
3098,1593734400,80.18,80.8,80.89,79.91,163320,ok,2020-07-03,35.0
3099,1593993600,81.25,80.18,81.69,80.18,284020,ok,2020-07-06,68.0
3100,1594080000,80.89,81.33,81.96,80.89,336860,ok,2020-07-07,68.0
3101,1594166400,80.71,80.71,81.33,80.09,187450,ok,2020-07-08,68.0
3102,1594252800,80.89,80.71,81.6,80.62,399710,ok,2020-07-09,68.0
3103,1594339200,81.25,80.89,81.78,80.89,193330,ok,2020-07-10,68.0
3104,1594598400,81.16,81.33,81.42,80.89,349810,ok,2020-07-13,68.0
3105,1594684800,81.16,81.16,81.6,80.18,340990,ok,2020-07-14,68.0
3106,1594771200,80.44,81.51,81.51,80.44,384240,ok,2020-07-15,68.0
3107,1594857600,82.67,80.8,82.67,80.53,328050,ok,2020-07-16,68.0
3108,1594944000,81.33,81.33,81.78,80.89,214530,ok,2020-07-17,68.0
3109,1595203200,80.18,80.89,81.25,80.18,222400,ok,2020-07-20,78.0
3110,1595289600,80.18,81.07,81.07,80.18,220660,ok,2020-07-21,78.0
3111,1595376000,79.82,80.0,80.89,79.82,202110,ok,2020-07-22,78.0
3112,1595462400,80.0,80.0,80.27,79.56,181680,ok,2020-07-23,78.0
3113,1595548800,78.22,79.91,80.0,74.67,674430,ok,2020-07-24,78.0
3114,1595808000,75.56,74.58,76.44,73.69,825080,ok,2020-07-27,78.0
3115,1595894400,75.73,75.56,77.33,71.02,534300,ok,2020-07-28,78.0
3116,1595980800,74.22,74.67,75.56,73.78,379370,ok,2020-07-29,78.0
3117,1596067200,75.64,74.22,76.0,74.22,242030,ok,2020-07-30,78.0
3118,1596153600,77.78,74.67,80.0,74.49,939040,ok,2020-07-31,78.0
3119,1596412800,77.87,75.56,78.31,75.56,164310,ok,2020-08-03,60.0
3120,1596499200,78.22,78.84,78.84,77.69,229230,ok,2020-08-04,60.0
3121,1596585600,77.33,78.22,78.67,75.38,434490,ok,2020-08-05,60.0
3122,1596672000,77.78,78.22,78.4,77.42,332340,ok,2020-08-06,60.0
3123,1596758400,77.78,77.87,78.4,77.6,160890,ok,2020-08-07,60.0
3124,1597017600,78.4,78.22,79.91,77.69,542550,ok,2020-08-10,95.0
3125,1597104000,77.78,79.29,79.29,77.78,215330,ok,2020-08-11,95.0
3126,1597190400,77.69,77.78,78.67,77.69,302330,ok,2020-08-12,95.0
3127,1597276800,78.22,78.67,79.11,77.78,458680,ok,2020-08-13,95.0
3128,1597363200,77.69,78.22,79.11,77.69,654070,ok,2020-08-14,95.0
3129,1597622400,77.96,77.33,78.67,77.16,376200,ok,2020-08-17,95.0
3130,1597708800,76.89,77.6,77.96,76.62,772670,ok,2020-08-18,70.0
3131,1597795200,76.89,76.89,77.87,76.89,347140,ok,2020-08-19,70.0
3132,1597881600,76.44,76.98,77.51,76.44,990220,ok,2020-08-20,70.0
3133,1597968000,76.53,76.44,77.25,76.36,376790,ok,2020-08-21,70.0
3134,1598227200,79.11,76.89,79.11,76.89,1052840,ok,2020-08-24,70.0
3135,1598313600,80.89,79.11,81.69,79.11,1074660,ok,2020-08-25,70.0
3136,1598400000,80.89,80.71,81.07,80.0,547280,ok,2020-08-26,70.0
3137,1598486400,80.89,80.09,80.89,80.09,437950,ok,2020-08-27,60.0
3138,1598572800,79.91,81.16,82.05,79.91,636020,ok,2020-08-28,60.0
3139,1598832000,80.0,80.0,81.33,80.0,276580,ok,2020-08-31,60.0
3140,1598918400,82.4,80.18,83.56,79.91,675310,ok,2020-09-01,60.0
3141,1599091200,84.0,83.11,84.98,82.4,1037080,ok,2020-09-03,60.0
3142,1599177600,83.56,84.0,84.89,82.93,825960,ok,2020-09-04,60.0
3143,1599436800,81.33,83.56,84.71,81.33,465400,ok,2020-09-07,60.0
3144,1599523200,80.44,81.42,82.22,80.44,622290,ok,2020-09-08,60.0
3145,1599609600,80.44,80.36,82.13,79.47,865880,ok,2020-09-09,60.0
3146,1599696000,80.44,80.89,82.22,80.44,421160,ok,2020-09-10,60.0
3147,1599782400,80.98,80.0,82.05,79.91,411350,ok,2020-09-11,60.0
3148,1600041600,82.76,81.16,83.2,81.07,608930,ok,2020-09-14,60.0
3149,1600128000,84.45,82.84,84.45,82.84,983560,ok,2020-09-15,60.0
3150,1600214400,84.89,84.36,84.89,82.76,544300,ok,2020-09-16,60.0
3151,1600300800,83.56,82.76,84.89,82.67,833870,ok,2020-09-17,60.0
3152,1600387200,83.56,84.45,84.8,83.11,1089310,ok,2020-09-18,60.0
3153,1600646400,85.33,83.56,85.33,83.56,571860,ok,2020-09-21,60.0
3154,1600732800,84.09,85.33,85.51,84.09,505230,ok,2020-09-22,95.0
3155,1600819200,84.0,84.45,85.07,84.0,111830,ok,2020-09-23,95.0
3156,1600905600,82.67,83.38,84.89,82.67,388940,ok,2020-09-24,95.0
3157,1600992000,82.49,84.0,84.27,82.49,412210,ok,2020-09-25,95.0
3158,1601251200,82.49,82.67,83.73,82.49,202840,ok,2020-09-28,95.0
3159,1601337600,81.33,83.56,83.56,81.33,394490,ok,2020-09-29,95.0
3160,1601424000,81.33,81.33,83.02,81.33,417360,ok,2020-09-30,95.0
3161,1601510400,82.22,81.69,83.02,81.69,212510,ok,2020-10-01,95.0
3162,1601596800,83.56,82.22,83.56,81.78,400770,ok,2020-10-02,95.0
3163,1601856000,82.93,83.56,83.56,81.78,90450,ok,2020-10-05,95.0
3164,1601942400,81.6,82.93,82.93,81.6,521190,ok,2020-10-06,95.0
3165,1602028800,82.22,81.33,83.11,80.89,381520,ok,2020-10-07,95.0
3166,1602115200,82.05,81.78,82.58,81.33,216990,ok,2020-10-08,95.0
3167,1602201600,83.2,82.05,83.29,82.05,309580,ok,2020-10-09,95.0
3168,1602460800,83.47,83.2,83.56,82.22,326290,ok,2020-10-12,95.0
3169,1602547200,83.64,83.47,83.64,83.02,271990,ok,2020-10-13,95.0
3170,1602633600,84.45,83.64,84.45,83.56,389260,ok,2020-10-14,95.0
3171,1602720000,86.67,84.53,86.67,80.89,1358580,ok,2020-10-15,95.0
3172,1602806400,86.76,87.2,87.2,86.13,596590,ok,2020-10-16,95.0
3173,1603065600,86.85,86.93,87.02,86.58,370590,ok,2020-10-19,95.0
3174,1603152000,86.93,86.58,87.02,85.16,511250,ok,2020-10-20,95.0
3175,1603238400,86.49,86.93,87.02,85.96,172010,ok,2020-10-21,95.0
3176,1603324800,88.98,86.22,88.98,86.05,621610,ok,2020-10-22,95.0
3177,1603411200,92.45,89.07,93.25,88.89,1761080,ok,2020-10-23,95.0
3178,1603670400,93.42,96.89,97.33,93.25,974720,ok,2020-10-26,95.0
3179,1603756800,93.96,95.11,95.2,92.45,804020,ok,2020-10-27,73.0
3180,1603843200,89.07,93.96,95.11,87.82,1184890,ok,2020-10-28,72.0
3181,1603929600,89.51,89.07,91.56,88.89,1327780,ok,2020-10-29,72.0
3182,1604016000,94.67,90.22,94.67,89.51,972400,ok,2020-10-30,72.0
3183,1604275200,94.67,94.67,95.11,93.33,691110,ok,2020-11-02,72.0
3184,1604361600,92.8,95.11,95.11,92.8,751070,ok,2020-11-03,60.0
3185,1604448000,92.0,92.71,92.8,91.56,495340,ok,2020-11-04,60.0
3186,1604534400,94.14,92.62,95.02,92.45,757280,ok,2020-11-05,60.0
3187,1604620800,93.42,94.22,94.22,92.89,592830,ok,2020-11-06,60.0
3188,1604880000,94.31,93.42,94.4,93.07,803680,ok,2020-11-09,60.0
3189,1604966400,93.87,94.67,95.29,93.87,781980,ok,2020-11-10,60.0
3190,1605052800,94.22,93.87,94.22,91.56,1032780,ok,2020-11-11,75.0
3191,1605139200,94.94,94.05,94.94,93.33,682660,ok,2020-11-12,75.0
3192,1605225600,95.47,94.94,96.0,94.31,535350,ok,2020-11-13,75.0
3193,1605484800,90.67,95.47,96.45,88.89,1781800,ok,2020-11-16,75.0
3194,1605571200,94.22,91.56,94.22,90.85,862320,ok,2020-11-17,75.0
3195,1605657600,93.25,94.22,94.22,91.56,751270,ok,2020-11-18,75.0
3196,1605744000,92.45,93.16,93.16,91.56,1192700,ok,2020-11-19,75.0
3197,1605830400,92.27,92.89,92.89,91.91,533840,ok,2020-11-20,75.0
3198,1606089600,92.27,92.45,93.42,91.65,735650,ok,2020-11-23,75.0
3199,1606176000,92.45,92.36,93.33,91.65,812220,ok,2020-11-24,75.0
3200,1606262400,93.87,92.53,94.4,92.53,1222490,ok,2020-11-25,75.0
3201,1606348800,94.31,93.33,94.4,92.89,545450,ok,2020-11-26,75.0
3202,1606435200,93.51,94.22,94.31,93.16,720830,ok,2020-11-27,75.0
3203,1606694400,92.36,93.51,93.78,92.27,1596840,ok,2020-11-30,75.0
3204,1606780800,93.33,91.56,93.33,91.38,953230,ok,2020-12-01,75.0
3205,1606867200,93.33,93.25,93.78,92.62,497910,ok,2020-12-02,75.0
3206,1606953600,94.05,93.33,94.05,92.71,731750,ok,2020-12-03,75.0
3207,1607040000,94.05,94.05,94.67,92.89,797060,ok,2020-12-04,75.0
3208,1607299200,94.05,94.22,94.22,93.42,678660,ok,2020-12-07,75.0
3209,1607385600,93.33,94.05,94.05,93.16,747280,ok,2020-12-08,75.0
3210,1607472000,94.22,93.33,94.22,92.8,789790,ok,2020-12-09,75.0
3211,1607558400,93.25,94.22,95.11,93.25,979550,ok,2020-12-10,75.0
3212,1607644800,94.94,93.25,94.94,93.25,569360,ok,2020-12-11,75.0
3213,1607904000,96.8,94.85,96.8,93.78,1122380,ok,2020-12-14,75.0
3214,1607990400,95.11,96.8,96.8,94.85,1205700,ok,2020-12-15,75.0
3215,1608076800,95.11,94.94,95.2,94.14,756200,ok,2020-12-16,75.0
3216,1608163200,93.07,95.11,95.11,92.98,1352580,ok,2020-12-17,75.0
3217,1608249600,93.07,93.07,94.31,92.89,1350780,ok,2020-12-18,75.0
3218,1608508800,94.58,93.78,94.58,93.25,587100,ok,2020-12-21,75.0
3219,1608595200,93.96,94.22,95.56,93.6,518320,ok,2020-12-22,75.0
3220,1608681600,93.96,93.96,95.11,93.69,701430,ok,2020-12-23,75.0
3221,1608768000,93.96,95.11,95.11,92.45,831440,ok,2020-12-24,75.0
3222,1608854400,94.14,93.96,94.58,93.33,370300,ok,2020-12-25,75.0
3223,1609113600,94.14,94.14,94.76,93.69,711710,ok,2020-12-28,95.0
3224,1609200000,94.67,94.31,94.76,94.05,612360,ok,2020-12-29,95.0
3225,1609286400,96.45,94.85,97.42,94.85,1528950,ok,2020-12-30,58.0
3226,1609372800,96.18,96.45,97.16,93.78,656040,ok,2020-12-31,58.0
3227,1609718400,96.0,96.45,96.89,94.67,991100,ok,2021-01-04,58.0
3228,1609804800,97.51,95.29,97.69,95.29,1192200,ok,2021-01-05,58.0
3229,1609891200,97.96,97.78,98.22,96.8,1283000,ok,2021-01-06,58.0
3230,1609977600,97.87,98.14,98.67,96.89,862300,ok,2021-01-07,58.0
3231,1610064000,99.38,97.87,100.18,97.87,1348700,ok,2021-01-08,58.0
3232,1610323200,101.16,100.27,101.87,100.27,1536700,ok,2021-01-11,58.0
3233,1610409600,101.69,103.11,103.11,101.07,981100,ok,2021-01-12,58.0
3234,1610496000,98.76,101.69,101.87,98.76,1237900,ok,2021-01-13,58.0
3235,1610582400,98.14,99.11,99.82,97.78,1439100,ok,2021-01-14,58.0
3236,1610668800,98.85,99.02,99.73,97.6,1238000,ok,2021-01-15,58.0
3237,1610928000,98.05,99.56,99.65,97.87,826900,ok,2021-01-18,58.0
3238,1611014400,91.29,98.05,98.05,91.2,1367600,ok,2021-01-19,58.0
3239,1611100800,91.82,91.56,93.33,91.11,1875500,ok,2021-01-20,58.0
3240,1611187200,93.42,93.33,93.51,91.56,1564600,ok,2021-01-21,58.0
3241,1611273600,93.33,93.42,94.67,93.33,1094200,ok,2021-01-22,58.0
3242,1611532800,93.16,93.33,94.05,92.53,827300,ok,2021-01-25,58.0
3243,1611619200,90.22,93.16,93.33,88.53,1028600,ok,2021-01-26,58.0
3244,1611705600,88.89,90.22,91.56,88.45,1488900,ok,2021-01-27,58.0
3245,1611792000,82.67,83.82,85.33,82.67,1742900,ok,2021-01-28,58.0
3246,1611878400,88.36,82.22,88.45,82.22,1692900,ok,2021-01-29,58.0
3247,1612137600,88.0,88.36,91.56,87.82,1340000,ok,2021-02-01,58.0
3248,1612224000,94.14,88.0,94.14,88.0,1771200,ok,2021-02-02,58.0
3249,1612310400,95.56,93.33,96.0,93.33,1698900,ok,2021-02-03,58.0
3250,1612396800,93.33,95.47,95.56,90.67,1022400,ok,2021-02-04,58.0
3251,1612483200,95.56,93.33,95.56,93.33,922900,ok,2021-02-05,58.0
3252,1612742400,89.78,95.82,95.82,89.78,3422500,ok,2021-02-08,58.0
3253,1612828800,94.4,92.45,94.67,90.22,1758000,ok,2021-02-09,58.0
3254,1613520000,96.0,94.49,96.0,94.4,1253600,ok,2021-02-17,58.0
3255,1613606400,97.78,95.56,97.78,94.31,1434400,ok,2021-02-18,58.0
3256,1613692800,96.89,95.65,97.33,95.11,1433200,ok,2021-02-19,58.0
3257,1613952000,97.51,97.07,98.4,94.22,1481000,ok,2021-02-22,58.0
3258,1614038400,97.78,96.18,99.29,95.56,1393900,ok,2021-02-23,80.0
3259,1614124800,96.18,99.02,99.02,94.22,950100,ok,2021-02-24,80.0
3260,1614211200,96.8,97.33,97.69,94.31,1013500,ok,2021-02-25,80.0
3261,1614297600,96.89,94.4,97.69,94.4,926800,ok,2021-02-26,80.0
3262,1614556800,96.45,97.69,97.69,95.73,777700,ok,2021-03-01,80.0
3263,1614643200,96.18,96.45,96.98,94.4,926300,ok,2021-03-02,80.0
3264,1614729600,95.02,94.76,96.18,94.67,1075300,ok,2021-03-03,80.0
3265,1614816000,95.02,95.65,95.91,94.76,1671400,ok,2021-03-04,80.0
3266,1614902400,94.49,95.02,95.56,94.05,1294800,ok,2021-03-05,80.0
3267,1615161600,94.22,94.67,95.11,93.33,1390100,ok,2021-03-08,80.0
3268,1615248000,92.71,93.33,94.49,88.89,1587600,ok,2021-03-09,80.0
3269,1615334400,94.22,92.89,94.22,90.76,576300,ok,2021-03-10,80.0
3270,1615420800,94.14,94.22,96.0,93.87,1108700,ok,2021-03-11,80.0
3271,1615507200,94.14,94.14,94.67,93.33,1122300,ok,2021-03-12,80.0
3272,1615766400,94.22,94.14,94.4,93.69,2632400,ok,2021-03-15,75.0
3273,1615852800,93.69,94.22,94.22,93.25,1360600,ok,2021-03-16,75.0
3274,1615939200,93.07,92.62,93.6,92.45,1260400,ok,2021-03-17,75.0
3275,1616025600,94.76,93.78,94.76,93.51,1473900,ok,2021-03-18,75.0
3276,1616112000,96.36,93.87,96.36,93.87,1625700,ok,2021-03-19,75.0
3277,1616371200,95.38,96.36,96.36,92.89,973900,ok,2021-03-22,75.0
3278,1616457600,94.67,94.22,95.11,93.42,1034700,ok,2021-03-23,75.0
3279,1616544000,95.91,93.78,96.0,92.27,1104100,ok,2021-03-24,75.0
3280,1616630400,98.14,95.38,99.91,95.2,4322000,ok,2021-03-25,75.0
3281,1616716800,99.91,97.78,100.89,97.78,2927800,ok,2021-03-26,75.0
3282,1616976000,100.27,100.0,100.89,99.82,3140900,ok,2021-03-29,75.0
