,t,c,o,h,l,v,s,Date,sentiment_score
349,1245024000,4.16,4.21,4.3,4.16,71420,ok,2009-06-15,50.0
350,1245110400,3.96,3.96,3.96,3.96,81370,ok,2009-06-16,50.0
351,1245196800,3.99,3.76,4.07,3.76,129400,ok,2009-06-17,50.0
352,1245283200,4.04,3.99,4.07,3.9,158720,ok,2009-06-18,50.0
353,1245369600,4.16,4.18,4.18,4.04,150290,ok,2009-06-19,50.0
354,1245628800,4.36,4.36,4.36,4.18,203780,ok,2009-06-22,50.0
355,1245715200,4.16,4.24,4.36,4.16,74390,ok,2009-06-23,50.0
356,1245801600,4.36,4.36,4.36,4.3,120850,ok,2009-06-24,50.0
357,1245888000,4.33,4.55,4.55,4.18,185410,ok,2009-06-25,50.0
358,1245974400,4.41,4.38,4.5,4.33,161090,ok,2009-06-26,50.0
359,1246233600,4.41,4.47,4.47,4.38,105480,ok,2009-06-29,50.0
360,1246406400,4.02,4.02,4.13,4.02,51990,ok,2009-07-01,50.0
361,1246492800,4.21,4.21,4.21,4.21,37850,ok,2009-07-02,50.0
362,1246579200,4.42,4.42,4.42,4.35,210630,ok,2009-07-03,50.0
363,1246838400,4.53,4.48,4.61,4.38,160760,ok,2009-07-06,50.0
364,1246924800,4.3,4.31,4.44,4.3,103600,ok,2009-07-07,50.0
365,1247011200,4.09,4.1,4.21,4.09,115670,ok,2009-07-08,50.0
366,1247097600,4.08,4.09,4.23,4.08,34500,ok,2009-07-09,50.0
367,1247184000,3.95,3.99,4.04,3.95,47010,ok,2009-07-10,50.0
368,1247443200,3.75,3.82,3.85,3.75,41560,ok,2009-07-13,50.0
369,1247529600,3.77,3.8,3.8,3.57,99540,ok,2009-07-14,50.0
370,1247616000,3.82,3.81,3.86,3.77,19530,ok,2009-07-15,50.0
371,1247702400,3.95,4.0,4.0,3.83,38430,ok,2009-07-16,50.0
372,1247788800,4.04,3.93,4.08,3.92,61980,ok,2009-07-17,50.0
373,1248048000,3.84,3.91,3.92,3.84,53450,ok,2009-07-20,50.0
374,1248134400,3.86,3.93,3.93,3.84,34740,ok,2009-07-21,50.0
375,1248220800,4.05,4.05,4.05,4.05,44420,ok,2009-07-22,50.0
376,1248307200,4.25,4.25,4.25,4.2,100070,ok,2009-07-23,50.0
377,1248393600,4.45,4.45,4.45,4.45,14140,ok,2009-07-24,50.0
378,1248652800,4.67,4.67,4.67,4.67,44510,ok,2009-07-27,50.0
379,1248739200,4.89,4.89,4.89,4.89,148200,ok,2009-07-28,50.0
380,1248912000,4.76,4.76,4.76,4.76,103030,ok,2009-07-30,50.0
381,1248998400,4.89,4.58,4.98,4.58,107360,ok,2009-07-31,50.0
382,1249257600,4.85,4.76,5.03,4.76,29250,ok,2009-08-03,50.0
383,1249430400,4.8,4.71,4.85,4.71,36860,ok,2009-08-05,50.0
384,1249516800,4.94,4.94,5.03,4.94,173700,ok,2009-08-06,50.0
385,1249603200,4.94,4.98,5.03,4.94,78630,ok,2009-08-07,50.0
386,1249862400,4.98,4.98,5.03,4.94,50420,ok,2009-08-10,50.0
387,1249948800,4.89,4.94,5.03,4.89,46830,ok,2009-08-11,50.0
388,1250035200,4.94,4.85,4.94,4.85,50630,ok,2009-08-12,50.0
389,1250121600,5.03,4.98,5.03,4.94,78900,ok,2009-08-13,50.0
390,1250208000,5.03,5.07,5.07,4.94,27690,ok,2009-08-14,50.0
391,1250467200,4.89,4.94,5.03,4.89,33260,ok,2009-08-17,50.0
392,1250553600,4.98,4.89,4.98,4.85,30400,ok,2009-08-18,50.0
393,1250640000,5.07,4.98,5.07,4.94,67050,ok,2009-08-19,50.0
394,1250726400,5.03,5.07,5.12,5.03,55800,ok,2009-08-20,50.0
395,1250812800,4.94,5.12,5.16,4.94,110920,ok,2009-08-21,50.0
396,1251072000,5.16,5.07,5.16,5.03,207640,ok,2009-08-24,50.0
397,1251158400,5.39,5.39,5.39,5.34,340430,ok,2009-08-25,50.0
398,1251244800,5.48,5.57,5.66,5.48,328480,ok,2009-08-26,50.0
399,1251331200,5.48,5.52,5.57,5.39,153420,ok,2009-08-27,50.0
400,1251417600,5.61,5.57,5.61,5.43,194370,ok,2009-08-28,50.0
401,1251676800,5.79,5.61,5.79,5.61,330060,ok,2009-08-31,50.0
402,1251763200,5.66,5.84,5.84,5.66,155950,ok,2009-09-01,50.0
403,1251936000,5.48,5.48,5.61,5.48,76170,ok,2009-09-03,50.0
404,1252022400,5.3,5.48,5.57,5.3,100520,ok,2009-09-04,50.0
405,1252281600,5.12,5.21,5.21,5.07,121200,ok,2009-09-07,50.0
406,1252368000,5.34,5.25,5.34,5.25,154160,ok,2009-09-08,50.0
407,1252454400,5.3,5.34,5.39,5.21,65900,ok,2009-09-09,50.0
408,1252540800,5.34,5.25,5.34,5.21,43660,ok,2009-09-10,50.0
409,1252627200,5.34,5.43,5.48,5.34,83980,ok,2009-09-11,50.0
410,1252886400,5.39,5.52,5.52,5.3,175390,ok,2009-09-14,50.0
411,1252972800,5.21,5.39,5.39,5.21,111670,ok,2009-09-15,50.0
412,1253059200,5.16,6.29,5.3,5.16,78400,ok,2009-09-16,50.0
413,1253145600,5.25,5.16,5.3,5.12,123390,ok,2009-09-17,50.0
414,1253232000,5.3,5.25,5.3,5.21,111910,ok,2009-09-18,50.0
415,1253491200,5.52,5.39,5.52,5.3,96900,ok,2009-09-21,50.0
416,1253577600,5.79,5.79,5.79,5.79,90190,ok,2009-09-22,50.0
417,1253664000,6.06,6.06,6.06,6.06,213410,ok,2009-09-23,50.0
418,1253750400,5.88,5.88,6.06,5.79,336700,ok,2009-09-24,50.0
419,1253836800,6.02,5.75,6.02,5.75,169710,ok,2009-09-25,50.0
420,1254096000,5.93,6.02,6.02,5.84,119100,ok,2009-09-28,50.0
421,1254182400,5.88,5.93,5.93,5.75,131210,ok,2009-09-29,50.0
422,1254268800,5.75,5.88,5.88,5.75,121720,ok,2009-09-30,50.0
423,1254355200,5.7,6.02,6.02,5.7,116420,ok,2009-10-01,50.0
424,1254441600,5.52,5.7,5.7,5.48,69310,ok,2009-10-02,50.0
425,1254700800,5.7,5.52,5.75,5.52,65960,ok,2009-10-05,50.0
426,1254787200,5.93,5.97,5.97,5.88,231980,ok,2009-10-06,50.0
427,1254873600,5.97,5.88,6.02,5.88,109390,ok,2009-10-07,50.0
428,1254960000,5.79,5.93,5.97,5.79,59630,ok,2009-10-08,50.0
429,1255046400,6.06,6.02,6.06,5.97,146710,ok,2009-10-09,50.0
430,1255305600,6.24,6.06,6.33,6.06,240400,ok,2009-10-12,50.0
431,1255392000,6.29,6.24,6.29,6.15,158190,ok,2009-10-13,50.0
432,1255478400,6.46,6.29,6.55,6.15,198440,ok,2009-10-14,50.0
433,1255564800,6.78,6.78,6.78,6.51,128150,ok,2009-10-15,50.0
434,1255651200,6.73,6.69,6.78,6.46,235680,ok,2009-10-16,50.0
435,1255910400,6.78,6.73,6.78,6.55,202230,ok,2009-10-19,50.0
436,1255996800,7.09,6.96,7.09,6.91,262620,ok,2009-10-20,50.0
437,1256083200,7.27,7.09,7.36,7.09,128250,ok,2009-10-21,50.0
438,1256169600,7.27,7.14,7.27,7.09,289460,ok,2009-10-22,50.0
439,1256256000,7.63,7.63,7.63,7.36,452120,ok,2009-10-23,50.0
440,1256515200,7.81,7.9,7.95,7.81,183000,ok,2009-10-26,50.0
441,1256601600,7.63,7.63,7.63,7.45,229550,ok,2009-10-27,50.0
442,1256688000,7.63,7.72,7.72,7.45,141680,ok,2009-10-28,50.0
443,1256774400,7.45,7.36,7.45,7.27,196400,ok,2009-10-29,50.0
444,1256860800,7.63,7.59,7.63,7.45,143230,ok,2009-10-30,50.0
445,1257120000,7.36,7.36,7.54,7.27,246230,ok,2009-11-02,50.0
446,1257206400,7.05,7.45,7.45,7.05,119110,ok,2009-11-03,50.0
447,1257292800,7.36,7.18,7.36,7.18,197230,ok,2009-11-04,50.0
448,1257379200,7.72,7.72,7.72,7.72,75700,ok,2009-11-05,50.0
449,1257465600,8.08,8.08,8.08,7.9,271570,ok,2009-11-06,50.0
450,1257724800,8.08,8.04,8.17,8.04,122730,ok,2009-11-09,50.0
451,1257811200,8.35,8.35,8.44,7.99,114150,ok,2009-11-10,50.0
452,1257897600,8.75,8.62,8.75,8.62,86080,ok,2009-11-11,50.0
453,1257984000,9.16,8.98,9.16,8.98,161560,ok,2009-11-12,50.0
454,1258070400,9.25,9.16,9.25,8.98,183080,ok,2009-11-13,50.0
455,1258329600,9.7,9.7,9.7,9.61,190440,ok,2009-11-16,50.0
456,1258416000,10.06,10.06,10.06,9.7,444440,ok,2009-11-17,50.0
457,1258502400,9.88,10.06,10.24,9.79,599030,ok,2009-11-18,50.0
458,1258588800,9.7,9.61,9.88,9.43,426010,ok,2009-11-19,50.0
459,1258675200,10.06,9.7,10.06,9.43,195130,ok,2009-11-20,50.0
460,1258934400,9.88,9.88,9.88,9.61,122000,ok,2009-11-23,50.0
461,1259020800,9.97,9.88,10.06,9.7,73070,ok,2009-11-24,50.0
462,1259107200,9.7,9.7,9.88,9.52,73500,ok,2009-11-25,50.0
463,1259193600,10.15,9.25,10.15,9.25,139450,ok,2009-11-26,50.0
464,1259280000,10.06,9.7,10.33,9.7,127600,ok,2009-11-27,50.0
465,1259539200,10.51,10.33,10.51,9.97,104680,ok,2009-11-30,50.0
466,1259625600,10.33,10.33,10.51,10.24,129550,ok,2009-12-01,50.0
467,1259712000,10.06,10.15,10.24,9.97,44700,ok,2009-12-02,50.0
468,1259798400,9.88,9.79,10.06,9.61,82200,ok,2009-12-03,50.0
469,1259884800,9.52,9.88,9.88,9.43,265970,ok,2009-12-04,50.0
470,1260144000,9.43,9.52,9.52,9.16,196900,ok,2009-12-07,50.0
471,1260230400,9.43,9.16,9.43,9.07,270030,ok,2009-12-08,50.0
472,1260316800,9.25,9.25,9.43,8.98,33670,ok,2009-12-09,50.0
473,1260403200,9.25,9.25,9.25,8.89,95520,ok,2009-12-10,50.0
474,1260489600,9.34,8.98,9.34,8.8,67400,ok,2009-12-11,50.0
475,1260748800,9.52,9.52,9.7,9.34,72360,ok,2009-12-14,50.0
476,1260835200,9.07,9.52,9.52,9.07,102670,ok,2009-12-15,50.0
477,1260921600,8.62,8.71,8.71,8.62,99920,ok,2009-12-16,50.0
478,1261008000,8.35,8.22,8.35,8.22,164980,ok,2009-12-17,50.0
479,1261094400,7.95,7.95,8.17,7.95,154510,ok,2009-12-18,50.0
480,1261353600,8.3,8.26,8.3,7.77,23770,ok,2009-12-21,50.0
481,1261440000,8.71,8.71,8.71,8.53,20950,ok,2009-12-22,50.0
482,1261526400,9.07,8.89,9.07,8.3,21280,ok,2009-12-23,50.0
483,1261612800,8.98,9.07,9.07,8.71,34240,ok,2009-12-24,50.0
484,1261699200,8.98,9.25,9.25,8.98,80110,ok,2009-12-25,50.0
485,1261958400,8.71,8.57,8.98,8.57,22000,ok,2009-12-28,50.0
486,1262044800,8.3,8.44,8.75,8.3,42220,ok,2009-12-29,50.0
487,1262131200,8.44,7.99,8.48,7.99,62190,ok,2009-12-30,50.0
488,1262217600,8.44,8.75,8.75,8.26,112700,ok,2009-12-31,50.0
489,1262563200,8.8,8.44,8.8,8.44,28450,ok,2010-01-04,50.0
490,1262649600,8.93,9.16,9.16,8.89,81630,ok,2010-01-05,50.0
491,1262736000,8.75,8.62,8.98,8.62,26740,ok,2010-01-06,50.0
492,1262822400,8.75,8.75,8.75,8.44,30400,ok,2010-01-07,50.0
493,1262908800,8.71,8.66,8.89,8.53,30710,ok,2010-01-08,50.0
494,1263168000,8.71,8.53,8.75,8.44,28680,ok,2010-01-11,50.0
495,1263254400,8.62,8.53,8.75,8.44,25460,ok,2010-01-12,50.0
496,1263340800,8.75,8.3,8.75,8.3,20390,ok,2010-01-13,50.0
497,1263427200,8.75,8.75,8.75,8.62,44660,ok,2010-01-14,50.0
498,1263513600,8.71,8.53,8.71,8.53,46940,ok,2010-01-15,50.0
499,1263772800,8.57,8.53,8.62,8.35,33990,ok,2010-01-18,50.0
500,1263859200,8.62,8.3,8.71,8.3,19960,ok,2010-01-19,50.0
501,1263945600,8.62,8.62,8.66,8.44,19680,ok,2010-01-20,50.0
502,1264032000,8.62,8.3,8.62,8.3,26680,ok,2010-01-21,50.0
503,1264118400,8.66,8.53,8.66,8.26,70700,ok,2010-01-22,50.0
504,1264377600,8.62,8.48,8.62,8.48,13630,ok,2010-01-25,50.0
505,1264464000,8.62,8.62,8.66,8.53,35750,ok,2010-01-26,50.0
506,1264550400,8.62,8.71,8.71,8.53,32600,ok,2010-01-27,50.0
507,1264636800,8.66,8.75,8.75,8.22,23600,ok,2010-01-28,50.0
508,1264723200,8.53,8.53,8.53,8.35,18870,ok,2010-01-29,50.0
509,1264982400,8.53,8.39,8.53,8.39,36180,ok,2010-02-01,50.0
510,1265068800,8.66,8.53,8.8,8.48,30660,ok,2010-02-02,50.0
511,1265155200,8.8,8.48,8.89,8.48,96530,ok,2010-02-03,50.0
512,1265241600,8.89,8.71,9.07,8.71,116700,ok,2010-02-04,50.0
513,1265328000,8.62,8.71,8.89,8.53,139900,ok,2010-02-05,50.0
514,1265587200,8.62,8.44,8.71,8.35,94980,ok,2010-02-08,50.0
515,1265673600,8.53,8.35,8.53,8.35,103160,ok,2010-02-09,50.0
516,1265760000,8.62,8.53,8.62,8.39,74660,ok,2010-02-10,50.0
517,1265846400,8.71,8.66,8.71,8.62,45850,ok,2010-02-11,50.0
518,1265932800,8.8,8.71,8.84,8.71,89470,ok,2010-02-12,50.0
519,1266796800,8.89,8.8,8.89,8.66,71740,ok,2010-02-22,50.0
520,1266883200,8.75,8.8,8.89,8.48,84430,ok,2010-02-23,50.0
521,1266969600,8.48,8.44,8.75,8.39,175340,ok,2010-02-24,50.0
522,1267056000,8.35,8.71,8.8,8.35,249890,ok,2010-02-25,50.0
523,1267142400,8.04,8.26,8.26,7.99,337300,ok,2010-02-26,50.0
524,1267401600,8.08,8.08,8.35,8.04,155190,ok,2010-03-01,50.0
525,1267488000,7.99,7.99,8.08,7.95,128120,ok,2010-03-02,50.0
526,1267574400,7.99,8.08,8.22,7.99,119700,ok,2010-03-03,50.0
527,1267660800,8.17,8.13,8.22,8.08,65980,ok,2010-03-04,50.0
528,1267747200,8.08,8.13,8.17,7.99,108370,ok,2010-03-05,50.0
529,1268006400,8.08,8.17,8.26,8.04,95640,ok,2010-03-08,50.0
530,1268092800,8.13,8.08,8.13,8.04,105060,ok,2010-03-09,50.0
531,1268179200,8.08,8.13,8.17,8.08,90660,ok,2010-03-10,50.0
532,1268265600,7.99,7.99,8.08,7.99,95590,ok,2010-03-11,50.0
533,1268352000,8.17,8.08,8.26,8.08,101600,ok,2010-03-12,50.0
534,1268611200,8.26,8.17,8.3,8.17,113160,ok,2010-03-15,50.0
535,1268697600,8.08,8.22,8.3,8.08,98240,ok,2010-03-16,50.0
536,1268784000,7.99,7.99,8.08,7.99,102440,ok,2010-03-17,50.0
537,1268870400,7.99,8.08,8.08,7.9,120250,ok,2010-03-18,50.0
538,1268956800,7.9,7.9,7.99,7.86,163290,ok,2010-03-19,50.0
539,1269216000,7.9,7.9,8.04,7.81,52690,ok,2010-03-22,50.0
540,1269302400,7.95,7.9,7.99,7.81,57060,ok,2010-03-23,50.0
541,1269388800,7.99,7.95,8.04,7.9,58040,ok,2010-03-24,50.0
542,1269475200,7.99,7.86,8.08,7.81,97320,ok,2010-03-25,50.0
543,1269561600,8.04,8.04,8.08,7.95,130170,ok,2010-03-26,50.0
544,1269820800,8.08,8.04,8.13,8.04,98450,ok,2010-03-29,50.0
545,1269907200,8.13,8.04,8.17,8.04,68720,ok,2010-03-30,50.0
546,1269993600,8.04,8.13,8.13,8.04,135820,ok,2010-03-31,50.0
547,1270080000,8.22,8.08,8.22,8.08,195460,ok,2010-04-01,50.0
548,1270166400,8.35,8.35,8.35,8.26,161500,ok,2010-04-02,50.0
549,1270425600,8.66,8.62,8.75,8.53,181240,ok,2010-04-05,50.0
550,1270512000,8.66,8.66,8.8,8.66,168710,ok,2010-04-06,50.0
551,1270598400,8.66,8.71,8.71,8.57,135370,ok,2010-04-07,50.0
552,1270684800,8.71,8.71,8.71,8.62,174960,ok,2010-04-08,50.0
553,1270771200,8.71,8.71,8.75,8.66,129220,ok,2010-04-09,50.0
554,1271030400,8.71,8.71,8.75,8.62,137590,ok,2010-04-12,50.0
555,1271116800,8.71,8.66,8.8,8.66,70380,ok,2010-04-13,50.0
556,1271203200,8.57,8.57,8.71,8.57,71170,ok,2010-04-14,50.0
557,1271289600,8.98,8.71,8.98,8.71,159470,ok,2010-04-15,50.0
558,1271376000,8.98,8.98,9.07,8.89,75910,ok,2010-04-16,50.0
559,1271635200,8.75,8.75,8.98,8.75,86200,ok,2010-04-19,50.0
560,1271721600,8.89,8.57,8.89,8.57,128820,ok,2010-04-20,50.0
561,1271808000,8.98,8.93,9.07,8.89,223690,ok,2010-04-21,50.0
562,1271894400,9.43,9.34,9.43,9.25,143480,ok,2010-04-22,50.0
563,1272240000,9.79,9.79,9.88,9.61,114920,ok,2010-04-26,50.0
564,1272326400,9.97,9.79,10.06,9.79,139560,ok,2010-04-27,50.0
565,1272412800,9.97,9.97,10.15,9.7,128870,ok,2010-04-28,50.0
566,1272499200,10.15,10.06,10.15,9.97,84380,ok,2010-04-29,50.0
567,1272931200,10.6,10.6,10.6,10.6,52610,ok,2010-05-04,50.0
568,1273017600,10.95,10.95,11.04,10.78,206200,ok,2010-05-05,50.0
569,1273104000,10.69,10.69,10.95,10.6,256370,ok,2010-05-06,50.0
570,1273190400,10.98,11.14,11.14,10.82,316080,ok,2010-05-07,50.0
571,1273449600,10.82,11.46,11.46,10.82,265800,ok,2010-05-10,50.0
572,1273536000,10.82,10.98,10.98,10.59,268990,ok,2010-05-11,50.0
573,1273622400,10.35,10.67,10.67,10.35,256220,ok,2010-05-12,50.0
574,1273708800,10.27,10.35,10.51,10.19,193870,ok,2010-05-13,50.0
575,1273795200,10.35,10.27,10.51,10.19,164120,ok,2010-05-14,50.0
576,1274054400,10.03,10.51,10.51,9.87,165670,ok,2010-05-17,50.0
577,1274140800,10.11,10.11,10.19,9.71,114290,ok,2010-05-18,50.0
578,1274227200,9.63,9.63,10.19,9.63,172960,ok,2010-05-19,50.0
579,1274313600,9.63,9.15,9.71,9.15,149850,ok,2010-05-20,50.0
580,1274400000,9.47,9.15,9.55,9.15,121700,ok,2010-05-21,50.0
581,1274659200,9.79,9.79,9.79,9.47,100590,ok,2010-05-24,50.0
582,1274745600,9.87,10.03,10.19,9.71,224980,ok,2010-05-25,50.0
583,1274832000,10.03,10.03,10.19,9.95,126060,ok,2010-05-26,50.0
584,1274918400,10.19,10.35,10.35,9.87,140040,ok,2010-05-27,50.0
585,1275004800,10.59,10.67,10.67,10.43,129880,ok,2010-05-28,50.0
586,1275264000,10.43,10.59,10.67,10.35,85620,ok,2010-05-31,50.0
587,1275350400,10.27,10.27,10.51,10.11,190970,ok,2010-06-01,50.0
588,1275436800,10.59,10.19,10.59,9.95,159120,ok,2010-06-02,50.0
589,1275523200,10.75,10.75,10.9,10.67,130200,ok,2010-06-03,50.0
590,1275609600,10.67,10.67,10.82,10.59,166380,ok,2010-06-04,50.0
591,1275868800,10.27,10.35,10.51,10.27,175470,ok,2010-06-07,50.0
592,1275955200,10.03,9.87,10.35,9.87,148800,ok,2010-06-08,50.0
593,1276041600,9.95,9.95,10.43,9.79,215330,ok,2010-06-09,50.0
594,1276128000,10.27,9.87,10.35,9.87,152500,ok,2010-06-10,50.0
595,1276214400,10.51,10.27,10.59,10.27,22080,ok,2010-06-11,50.0
596,1276473600,10.59,10.51,10.67,10.51,184100,ok,2010-06-14,50.0
597,1276560000,10.51,10.51,10.67,10.43,165070,ok,2010-06-15,50.0
598,1276646400,10.35,10.35,10.51,10.27,212060,ok,2010-06-16,50.0
599,1276732800,10.35,10.19,10.35,10.11,96250,ok,2010-06-17,50.0
600,1276819200,10.51,10.35,10.51,10.35,160060,ok,2010-06-18,50.0
601,1277078400,10.67,10.75,10.82,10.51,281680,ok,2010-06-21,50.0
602,1277164800,10.9,10.51,10.9,10.51,210430,ok,2010-06-22,50.0
603,1277251200,10.9,10.82,10.9,10.75,105830,ok,2010-06-23,50.0
604,1277337600,10.75,10.82,10.98,10.75,147460,ok,2010-06-24,50.0
605,1277424000,10.51,10.67,10.82,10.51,229300,ok,2010-06-25,50.0
606,1277683200,10.75,10.51,10.82,10.51,119190,ok,2010-06-28,50.0
607,1277769600,10.98,10.82,10.98,10.75,137180,ok,2010-06-29,50.0
608,1277856000,11.06,10.75,11.06,10.67,187370,ok,2010-06-30,50.0
609,1277942400,10.9,11.06,11.06,10.82,186030,ok,2010-07-01,50.0
610,1278028800,10.9,10.9,10.9,10.82,139070,ok,2010-07-02,50.0
611,1278288000,11.22,10.9,11.22,10.9,184310,ok,2010-07-05,50.0
612,1278374400,11.22,11.22,11.22,11.06,152510,ok,2010-07-06,50.0
613,1278460800,11.06,11.22,11.38,11.06,101480,ok,2010-07-07,50.0
614,1278547200,11.06,11.06,11.22,11.06,126410,ok,2010-07-08,50.0
615,1278633600,11.06,11.06,11.22,11.06,23090,ok,2010-07-09,50.0
616,1278892800,10.9,11.14,11.14,10.75,133160,ok,2010-07-12,50.0
617,1278979200,11.06,10.9,11.06,10.82,136290,ok,2010-07-13,50.0
618,1279065600,10.9,10.9,11.3,10.9,141580,ok,2010-07-14,50.0
619,1279152000,10.75,10.9,11.14,10.75,132090,ok,2010-07-15,50.0
620,1279238400,10.75,10.75,11.06,10.67,103720,ok,2010-07-16,50.0
621,1279497600,10.98,10.67,10.98,10.67,116870,ok,2010-07-19,50.0
622,1279584000,10.75,10.82,10.98,10.75,98090,ok,2010-07-20,50.0
623,1279670400,10.98,10.98,10.98,10.82,29610,ok,2010-07-21,50.0
624,1279756800,10.9,10.75,10.9,10.75,75160,ok,2010-07-22,50.0
625,1279843200,10.98,10.9,11.06,10.9,79570,ok,2010-07-23,50.0
626,1280102400,10.82,10.82,11.06,10.82,90350,ok,2010-07-26,50.0
627,1280188800,10.98,10.82,10.98,10.82,105180,ok,2010-07-27,50.0
628,1280275200,10.82,10.98,10.98,10.75,116950,ok,2010-07-28,50.0
629,1280361600,10.75,10.82,10.82,10.75,92660,ok,2010-07-29,50.0
630,1280448000,10.82,10.82,10.9,10.67,83390,ok,2010-07-30,50.0
631,1280707200,10.9,10.98,10.98,10.67,69950,ok,2010-08-02,50.0
632,1280793600,10.82,10.82,11.06,10.82,127240,ok,2010-08-03,50.0
633,1280880000,10.82,10.9,10.9,10.75,65650,ok,2010-08-04,50.0
634,1280966400,10.82,10.9,10.9,10.75,109720,ok,2010-08-05,50.0
635,1281052800,10.82,10.9,10.9,10.67,70650,ok,2010-08-06,50.0
636,1281312000,10.82,10.9,10.9,10.67,71090,ok,2010-08-09,50.0
637,1281398400,10.67,10.75,10.75,10.59,129620,ok,2010-08-10,50.0
638,1281484800,10.82,10.67,10.82,10.51,98620,ok,2010-08-11,50.0
639,1281571200,10.59,10.82,10.82,10.51,123390,ok,2010-08-12,50.0
640,1281657600,10.67,10.59,10.67,10.51,141490,ok,2010-08-13,50.0
641,1281916800,10.67,10.67,10.67,10.67,80080,ok,2010-08-16,50.0
642,1282003200,10.67,10.67,10.67,10.59,84010,ok,2010-08-17,50.0
643,1282089600,10.43,10.67,10.67,10.27,99710,ok,2010-08-18,50.0
644,1282176000,10.35,10.35,10.59,10.27,83370,ok,2010-08-19,50.0
645,1282262400,10.43,10.51,10.59,9.95,47520,ok,2010-08-20,50.0
646,1282521600,10.43,10.43,10.51,10.35,55680,ok,2010-08-23,50.0
647,1282608000,9.95,10.51,10.51,9.95,79650,ok,2010-08-24,50.0
648,1282694400,9.55,9.55,10.19,9.47,77450,ok,2010-08-25,50.0
649,1282780800,9.71,9.31,9.87,9.31,98860,ok,2010-08-26,50.0
650,1282867200,9.71,9.71,9.79,9.55,83900,ok,2010-08-27,50.0
651,1283126400,9.87,9.79,9.87,9.79,131600,ok,2010-08-30,50.0
652,1283212800,10.03,10.03,10.11,9.95,383410,ok,2010-08-31,50.0
653,1283299200,10.03,10.03,10.03,9.87,70650,ok,2010-09-01,50.0
654,1283731200,10.03,10.03,10.27,9.95,146690,ok,2010-09-06,50.0
655,1283817600,9.79,10.03,10.11,9.79,168790,ok,2010-09-07,50.0
656,1283904000,9.47,9.87,9.87,9.47,128020,ok,2010-09-08,50.0
657,1283990400,9.87,9.55,9.87,9.55,105610,ok,2010-09-09,50.0
658,1284076800,9.63,10.19,10.19,9.63,83060,ok,2010-09-10,50.0
659,1284336000,9.63,9.79,9.79,9.39,48530,ok,2010-09-13,50.0
660,1284422400,9.23,9.47,9.63,9.15,341010,ok,2010-09-14,50.0
661,1284508800,8.91,9.23,9.23,8.84,252500,ok,2010-09-15,50.0
662,1284595200,8.99,8.6,9.07,8.52,485630,ok,2010-09-16,50.0
663,1284681600,9.07,8.68,9.15,8.68,266140,ok,2010-09-17,50.0
664,1284940800,9.15,8.84,9.31,8.84,307750,ok,2010-09-20,50.0
665,1285027200,8.76,9.23,9.23,8.76,623660,ok,2010-09-21,50.0
666,1285113600,8.76,8.76,8.91,8.52,254520,ok,2010-09-22,50.0
667,1285200000,8.84,8.6,8.84,8.6,169830,ok,2010-09-23,50.0
668,1285286400,8.99,8.84,8.99,8.76,78260,ok,2010-09-24,50.0
669,1285545600,9.15,8.99,9.15,8.91,129040,ok,2010-09-27,50.0
670,1285632000,9.55,9.07,9.55,9.07,375150,ok,2010-09-28,50.0
671,1285718400,9.79,9.87,10.03,9.79,553030,ok,2010-09-29,50.0
672,1285804800,9.71,9.47,9.79,9.47,138730,ok,2010-09-30,50.0
673,1285891200,9.39,9.79,9.79,9.31,92550,ok,2010-10-01,50.0
674,1286150400,9.39,9.55,9.55,9.07,239990,ok,2010-10-04,50.0
675,1286236800,9.71,9.39,9.71,9.23,279060,ok,2010-10-05,50.0
676,1286323200,10.19,9.55,10.19,9.55,241960,ok,2010-10-06,50.0
677,1286409600,10.35,10.03,10.67,10.03,397490,ok,2010-10-07,50.0
678,1286496000,10.43,9.87,10.51,9.87,128750,ok,2010-10-08,50.0
679,1286755200,10.43,10.43,10.43,10.03,92940,ok,2010-10-11,50.0
680,1286841600,10.35,10.35,10.43,10.27,58240,ok,2010-10-12,50.0
681,1286928000,10.35,10.03,10.35,10.03,138430,ok,2010-10-13,50.0
682,1287014400,10.59,10.35,10.67,10.35,187470,ok,2010-10-14,50.0
683,1287100800,10.27,10.35,10.67,10.11,80750,ok,2010-10-15,50.0
684,1287360000,10.03,10.03,10.43,9.95,105250,ok,2010-10-18,50.0
685,1287446400,10.35,10.35,10.43,10.03,125270,ok,2010-10-19,50.0
686,1287532800,10.11,10.11,10.35,10.03,67330,ok,2010-10-20,50.0
687,1287619200,10.35,10.11,10.35,10.11,84490,ok,2010-10-21,50.0
688,1287705600,10.51,10.35,10.51,10.11,154290,ok,2010-10-22,50.0
689,1287964800,10.98,10.51,10.98,10.51,171410,ok,2010-10-25,50.0
690,1288051200,11.14,11.14,11.14,10.98,132570,ok,2010-10-26,50.0
691,1288137600,10.82,10.82,11.14,10.67,79360,ok,2010-10-27,50.0
692,1288224000,10.75,10.51,10.98,10.51,170510,ok,2010-10-28,50.0
693,1288310400,10.75,10.82,10.82,10.67,86840,ok,2010-10-29,50.0
694,1288569600,10.75,10.51,10.82,10.51,67060,ok,2010-11-01,50.0
695,1288656000,10.75,10.43,10.75,10.43,99530,ok,2010-11-02,50.0
696,1288742400,10.82,10.43,10.82,10.43,91240,ok,2010-11-03,50.0
697,1288828800,11.06,10.67,11.06,10.67,238550,ok,2010-11-04,50.0
