,t,c,o,h,l,v,s
1538,1387411200,19.65,19.51,19.79,19.37,210000,ok
1539,1387497600,18.53,19.65,19.65,18.53,610150,ok
1540,1387756800,19.65,19.09,19.65,18.95,78040,ok
1541,1387843200,19.51,19.37,19.65,19.23,130170,ok
1542,1387929600,19.37,19.51,19.51,19.09,164890,ok
1543,1388016000,19.65,19.37,19.79,19.23,465220,ok
1544,1388102400,19.65,19.79,19.79,19.37,149540,ok
1545,1388361600,19.37,19.65,19.65,19.23,244580,ok
1546,1388448000,19.65,19.65,19.79,19.09,96990,ok
1547,1388620800,19.65,19.65,19.79,19.51,74950,ok
1548,1388707200,19.79,19.65,19.79,19.51,91920,ok
1549,1388966400,19.79,19.79,19.79,19.51,111760,ok
1550,1389052800,19.79,19.79,19.79,19.65,294120,ok
1551,1389139200,19.65,19.65,19.79,19.65,109890,ok
1552,1389225600,19.79,19.65,19.79,19.51,185370,ok
1553,1389312000,19.93,19.93,20.07,19.79,143010,ok
1554,1389571200,19.93,20.07,20.07,19.79,102090,ok
1555,1389657600,19.79,19.93,19.93,19.79,111540,ok
1556,1389744000,19.79,19.65,19.93,19.65,165250,ok
1557,1389830400,19.79,19.79,19.79,19.65,53630,ok
1558,1389916800,20.35,19.79,21.05,19.79,561090,ok
1559,1390176000,21.34,20.63,21.62,20.63,1235820,ok
1560,1390262400,22.32,21.62,22.46,20.63,659560,ok
1561,1390348800,21.62,22.32,22.46,21.62,418970,ok
1562,1390435200,21.2,21.62,21.62,21.05,130540,ok
1563,1390521600,21.48,21.34,21.48,21.05,191230,ok
1564,1390780800,21.48,21.48,21.48,21.34,148840,ok
1565,1391644800,21.2,21.48,21.48,20.91,263650,ok
1566,1391731200,20.91,21.48,21.48,20.77,223270,ok
1567,1391990400,21.34,20.91,21.34,20.91,94390,ok
1568,1392076800,21.48,21.62,21.62,21.34,613520,ok
1569,1392163200,21.76,21.48,21.76,21.34,165600,ok
1570,1392249600,21.9,21.76,21.9,21.62,289440,ok
1571,1392336000,21.62,21.9,22.04,21.62,146690,ok
1572,1392595200,21.48,21.62,21.62,21.34,178110,ok
1573,1392681600,21.9,21.9,22.04,21.62,306040,ok
1574,1392768000,22.04,22.18,22.18,21.76,194840,ok
1575,1392854400,22.04,22.04,22.04,21.62,213160,ok
1576,1392940800,21.76,22.04,22.04,21.76,148430,ok
1577,1393200000,21.9,22.04,22.04,21.76,86730,ok
1578,1393286400,21.9,21.76,22.04,21.76,143390,ok
1579,1393372800,21.76,21.9,21.9,21.62,107900,ok
1580,1393459200,21.9,21.9,21.9,21.62,155860,ok
1581,1393545600,21.48,21.9,21.9,21.48,183980,ok
1582,1393804800,20.91,21.62,21.76,20.77,298310,ok
1583,1393891200,20.63,20.77,20.91,20.35,364470,ok
1584,1393977600,20.91,20.77,21.05,20.63,333980,ok
1585,1394064000,20.91,20.91,21.34,20.91,209630,ok
1586,1394150400,21.05,20.91,21.2,20.91,93650,ok
1587,1394409600,21.2,21.2,21.34,21.05,112090,ok
1588,1394496000,21.05,21.2,21.34,20.91,100320,ok
1589,1394582400,21.62,21.48,21.9,21.34,525690,ok
1590,1394668800,21.62,21.62,21.76,21.48,297830,ok
1591,1394755200,21.34,21.62,21.62,21.2,321940,ok
1592,1395014400,22.04,21.62,22.04,21.62,1132960,ok
1593,1395100800,21.76,21.76,21.9,21.62,1153490,ok
1594,1395187200,21.76,21.62,21.9,21.62,430220,ok
1595,1395273600,21.48,21.76,21.9,21.48,424610,ok
1596,1395360000,22.04,21.76,22.04,21.62,2543040,ok
1597,1395619200,21.9,21.9,22.04,21.62,238500,ok
1598,1395705600,21.48,21.76,21.76,21.48,205980,ok
1599,1395792000,20.63,21.48,21.48,20.49,316700,ok
1600,1395878400,20.91,20.91,20.91,20.21,570750,ok
1601,1395964800,20.77,21.05,21.05,20.77,300040,ok
1602,1396224000,20.63,21.05,21.05,20.63,230690,ok
1603,1396310400,20.35,20.63,20.63,20.21,398500,ok
1604,1396396800,20.35,20.35,20.49,19.93,836130,ok
1605,1396483200,20.63,20.49,20.77,20.49,142310,ok
1606,1396569600,20.63,20.63,20.77,20.49,825720,ok
1607,1396828800,20.49,20.63,20.77,20.49,816100,ok
1608,1396915200,19.93,20.35,20.49,19.93,875040,ok
1609,1397088000,19.79,20.21,20.35,19.65,1327050,ok
1610,1397174400,19.37,19.51,19.65,19.23,494540,ok
1611,1397433600,19.23,19.37,19.37,18.95,766980,ok
1612,1397520000,19.09,19.09,19.51,18.95,656970,ok
1613,1397606400,18.53,18.95,19.09,18.39,858690,ok
1614,1397692800,18.67,18.67,18.95,18.53,872910,ok
1615,1397779200,18.25,18.67,18.67,18.11,654850,ok
1616,1398038400,18.11,18.25,18.39,17.97,385040,ok
1617,1398124800,18.53,17.97,18.53,17.97,898000,ok
1618,1398211200,18.81,18.67,19.09,18.53,779980,ok
1619,1398297600,18.81,18.81,18.95,18.67,319690,ok
1620,1398384000,18.81,18.67,18.95,18.67,642550,ok
1621,1398643200,18.39,18.81,18.81,18.25,452850,ok
1622,1398729600,18.25,18.39,18.67,18.11,588810,ok
1623,1399248000,17.97,18.25,18.25,17.97,768250,ok
1624,1399334400,17.83,17.55,17.83,17.41,877520,ok
1625,1399420800,18.11,17.55,18.25,17.55,391550,ok
1626,1399507200,17.55,17.69,17.69,16.98,1477880,ok
1627,1399593600,17.97,17.41,17.97,17.41,609100,ok
1628,1399852800,17.55,17.83,17.83,16.98,475820,ok
1629,1399939200,17.55,17.12,17.55,17.12,193560,ok
1630,1400025600,18.11,17.41,18.25,17.41,360580,ok
1631,1400112000,18.11,18.11,18.39,17.69,251360,ok
1632,1400198400,18.25,17.83,18.39,17.83,138200,ok
1633,1400457600,18.81,18.53,18.81,18.39,651700,ok
1634,1400544000,18.67,18.53,18.81,18.25,74920,ok
1635,1400630400,18.81,18.81,18.95,18.53,510090,ok
1636,1400716800,18.53,18.81,18.95,18.53,283130,ok
1637,1400803200,18.67,18.67,18.81,18.53,188440,ok
1638,1401062400,18.81,18.67,18.95,18.53,336430,ok
1639,1401148800,18.81,18.81,18.81,18.67,151300,ok
1640,1401235200,18.67,18.81,18.81,18.53,139920,ok
1641,1401321600,18.81,18.67,18.95,18.67,227100,ok
1642,1401408000,19.23,18.81,19.23,18.53,455870,ok
1643,1401667200,18.95,19.09,19.09,18.81,206710,ok
1644,1401753600,18.81,18.95,18.95,18.81,148340,ok
1645,1401840000,18.11,18.81,18.81,17.97,107760,ok
1646,1401926400,18.25,18.11,18.39,17.83,94140,ok
1647,1402012800,18.25,18.25,18.39,18.25,107290,ok
1648,1402272000,18.53,18.39,18.53,18.25,112650,ok
1649,1402358400,18.39,18.53,18.53,18.25,178030,ok
1650,1402444800,18.39,18.39,18.53,18.39,87450,ok
1651,1402531200,18.25,18.39,18.53,18.25,158980,ok
1652,1402617600,18.11,18.25,18.39,18.11,154110,ok
1653,1402876800,18.25,18.11,18.25,18.11,128740,ok
1654,1402963200,18.11,18.11,18.25,17.97,137500,ok
1655,1403049600,18.25,18.11,18.25,17.97,195090,ok
1656,1403136000,17.83,18.11,18.11,17.83,224650,ok
1657,1403222400,17.55,17.97,18.25,17.55,1200250,ok
1658,1403481600,17.83,17.83,17.97,17.69,289800,ok
1659,1403568000,17.83,17.83,17.97,17.69,289340,ok
1660,1403654400,18.11,17.83,18.11,17.83,277900,ok
1661,1403740800,18.11,18.11,18.25,17.97,165720,ok
1662,1403827200,17.83,18.11,18.11,17.83,75660,ok
1663,1404086400,17.97,17.83,17.97,17.69,213360,ok
1664,1404172800,18.11,17.97,18.25,17.97,183330,ok
1665,1404259200,18.11,18.11,18.25,17.97,47370,ok
1666,1404345600,18.39,18.25,18.39,18.11,198570,ok
1667,1404432000,18.67,18.39,18.67,18.25,271870,ok
1668,1404691200,19.93,19.93,19.93,19.93,662250,ok
1669,1404777600,20.07,21.05,21.05,19.93,1315750,ok
1670,1404864000,19.93,20.07,20.21,19.93,307680,ok
1671,1404950400,19.51,19.93,19.93,19.37,289160,ok
1672,1405036800,19.51,19.37,19.65,19.37,446060,ok
1673,1405296000,19.51,19.65,19.79,19.37,274390,ok
1674,1405382400,19.65,19.51,19.79,19.51,323760,ok
1675,1405468800,19.65,19.79,19.79,19.51,405580,ok
1676,1405555200,19.37,19.65,19.65,19.37,256930,ok
1677,1405641600,19.65,19.37,19.93,19.37,781080,ok
1678,1405900800,19.79,19.93,20.21,19.65,756480,ok
1679,1405987200,19.65,19.79,19.93,19.65,218190,ok
1680,1406073600,19.65,19.79,19.79,19.65,149720,ok
1681,1406160000,19.79,19.65,19.93,19.51,730540,ok
1682,1406246400,20.49,19.93,20.77,19.79,1328790,ok
1683,1406505600,20.21,20.49,20.49,20.21,509880,ok
1684,1406592000,20.49,20.49,20.49,20.07,397580,ok
1685,1406678400,20.49,20.49,20.63,20.35,331720,ok
1686,1406764800,20.77,20.49,20.91,20.35,803780,ok
1687,1406851200,21.2,20.77,21.34,20.63,638690,ok
1688,1407110400,21.9,21.2,22.04,21.2,979240,ok
1689,1407196800,21.62,21.9,21.9,21.48,1891980,ok
1690,1407283200,22.38,21.8,22.67,21.51,1804610,ok
1691,1407369600,22.24,22.09,22.38,22.09,629310,ok
1692,1407456000,21.95,21.95,22.24,21.8,871560,ok
1693,1407715200,21.95,21.8,21.95,21.66,624140,ok
1694,1407801600,22.67,21.95,22.67,21.95,1732400,ok
1695,1407888000,22.52,22.38,22.67,22.24,1657240,ok
1696,1407974400,22.67,22.67,22.81,22.24,1829170,ok
1697,1408060800,22.38,22.81,22.96,22.38,2248120,ok
1698,1408320000,22.52,22.52,22.81,22.38,615090,ok
1699,1408406400,22.52,22.67,22.81,22.38,704120,ok
1700,1408492800,22.24,22.52,22.67,22.24,770600,ok
1701,1408579200,22.38,22.38,22.52,21.95,1112210,ok
1702,1408665600,22.81,22.38,23.1,22.38,1635580,ok
1703,1408924800,23.25,23.1,23.39,22.96,1655160,ok
1704,1409011200,24.69,24.69,24.69,24.48,717890,ok
1705,1409097600,24.69,25.34,25.77,24.69,3137220,ok
1706,1409184000,24.05,24.69,24.69,23.83,3366640,ok
1707,1409270400,25.12,24.48,25.55,23.83,3117820,ok
1708,1409702400,24.91,25.12,25.34,24.69,3399560,ok
1709,1409788800,24.69,24.69,24.91,24.48,2269860,ok
1710,1409875200,23.83,24.48,24.69,23.83,5229900,ok
1711,1410134400,24.26,24.05,24.69,24.05,1466720,ok
1712,1410220800,23.83,24.26,24.26,23.4,1881730,ok
1713,1410307200,23.62,23.62,24.05,23.19,3656420,ok
1714,1410393600,23.4,23.62,24.05,23.4,2160590,ok
1715,1410480000,23.83,23.62,24.05,23.62,1671630,ok
1716,1410739200,23.4,23.83,24.05,23.4,1576130,ok
1717,1410825600,23.4,23.4,23.4,22.76,2744360,ok
1718,1410912000,23.4,23.62,23.62,22.97,1987090,ok
1719,1410998400,23.4,23.4,23.4,22.97,1683380,ok
1720,1411084800,23.4,23.19,23.83,22.97,3504070,ok
1721,1411344000,23.4,23.62,23.83,23.4,750170,ok
1722,1411430400,24.05,23.4,24.05,23.4,1498020,ok
1723,1411516800,23.83,24.05,24.05,23.62,1182150,ok
1724,1411603200,22.33,23.19,23.19,22.33,7753290,ok
1725,1411689600,22.11,22.11,22.76,22.11,2115680,ok
1726,1411948800,20.83,21.9,21.9,20.7,2850510,ok
1727,1412035200,20.61,20.44,20.87,19.67,4871710,ok
1728,1412121600,21.26,20.61,21.26,20.61,1688520,ok
1729,1412208000,21.04,21.26,21.26,20.87,2455680,ok
1730,1412294400,21.47,20.87,22.11,20.74,4304000,ok
1731,1412553600,21.9,21.9,22.33,21.69,1352160,ok
1732,1412640000,21.69,22.11,22.11,21.69,1531200,ok
1733,1412726400,21.43,21.47,21.9,21.43,1628530,ok
1734,1412812800,21.0,21.47,21.69,20.96,3946480,ok
1735,1412899200,20.87,20.91,21.34,20.78,1715080,ok
1736,1413158400,20.96,20.87,21.21,20.87,1207120,ok
1737,1413244800,20.66,20.96,21.04,20.66,2095390,ok
1738,1413331200,20.48,20.61,20.66,20.31,1838510,ok
1739,1413417600,19.97,20.35,20.48,19.75,2950030,ok
1740,1413504000,19.88,19.84,20.14,19.62,2491500,ok
1741,1413763200,20.18,19.97,20.61,19.93,1219710,ok
1742,1413849600,21.0,20.31,21.0,20.27,2846410,ok
1743,1413936000,20.61,21.04,21.21,20.61,2071480,ok
1744,1414022400,20.31,20.48,20.7,20.31,1575350,ok
1745,1414108800,20.48,20.31,20.57,20.23,740530,ok
1746,1414368000,20.14,20.31,20.53,20.05,1231950,ok
1747,1414454400,20.1,20.1,20.27,20.05,912980,ok
1748,1414540800,20.48,20.27,20.48,20.14,1124220,ok
1749,1414627200,20.44,20.53,20.61,20.4,772160,ok
1750,1414713600,20.61,20.44,20.61,20.23,970860,ok
1751,1414972800,21.13,20.83,21.21,20.78,2671730,ok
1752,1415059200,20.83,20.96,21.13,20.78,1086740,ok
1753,1415145600,20.83,20.83,20.91,20.57,751310,ok
1754,1415232000,20.66,20.87,20.87,20.61,747280,ok
1755,1415318400,20.74,20.66,20.74,20.57,567090,ok
1756,1415577600,20.91,20.74,21.13,20.74,1522760,ok
1757,1415664000,20.87,20.91,20.96,20.78,761240,ok
1758,1415750400,20.96,20.87,21.04,20.87,1106560,ok
1759,1415836800,20.96,20.96,21.09,20.87,934660,ok
1760,1415923200,21.21,20.96,21.26,20.83,2765430,ok
1761,1416182400,21.3,21.26,21.43,21.21,1164180,ok
1762,1416268800,20.83,21.17,21.21,20.83,1353050,ok
1763,1416355200,20.78,20.74,20.87,20.7,884820,ok
1764,1416441600,20.7,20.83,20.96,20.7,835340,ok
1765,1416528000,20.61,20.7,20.78,20.57,948120,ok
1766,1416787200,20.61,20.61,20.87,20.4,781250,ok
1767,1416873600,21.17,20.74,21.17,20.7,1661680,ok
1768,1416960000,20.78,21.26,21.26,20.78,1543650,ok
1769,1417046400,20.7,20.83,20.83,20.61,360070,ok
1770,1417132800,20.74,20.83,21.09,20.74,1001310,ok
1771,1417392000,20.87,20.74,21.04,20.74,403800,ok
1772,1417478400,20.83,21.0,21.0,20.83,868170,ok
1773,1417564800,20.74,20.83,20.87,20.7,1457650,ok
1774,1417651200,20.78,20.78,20.91,20.74,516730,ok
1775,1417737600,20.91,20.78,21.0,20.78,890450,ok
1776,1417996800,21.0,20.96,21.09,20.78,985520,ok
1777,1418083200,20.53,20.91,20.96,20.35,1396920,ok
1778,1418169600,20.91,20.4,21.0,20.4,765320,ok
1779,1418256000,20.7,20.61,21.04,20.61,1202410,ok
1780,1418342400,20.7,20.66,20.83,20.66,672740,ok
1781,1418601600,20.66,20.7,20.74,20.61,412390,ok
1782,1418688000,20.18,20.61,20.61,20.14,1232870,ok
1783,1418774400,19.32,20.18,20.27,18.89,2256690,ok
1784,1418860800,20.23,19.62,20.27,19.37,1089700,ok
1785,1418947200,20.18,20.1,20.44,20.01,3336130,ok
1786,1419206400,20.18,20.35,20.35,20.18,835050,ok
1787,1419292800,19.97,20.18,20.27,19.93,196630,ok
1788,1419379200,20.05,20.14,20.14,19.97,110740,ok
1789,1419465600,19.71,20.1,20.1,19.71,165880,ok
1790,1419552000,20.01,19.71,20.14,19.5,824220,ok
1791,1419811200,20.14,19.8,20.23,19.8,446970,ok
1792,1419897600,20.4,20.27,20.4,20.18,1029140,ok
1793,1419984000,20.48,20.44,20.61,20.35,334990,ok
1794,1420416000,20.44,20.48,20.48,20.31,320790,ok
1795,1420502400,20.53,20.35,20.53,20.31,462360,ok
1796,1420588800,20.48,20.53,20.61,20.4,319600,ok
1797,1420675200,20.61,20.48,20.78,20.48,788420,ok
1798,1420761600,20.53,20.61,20.87,20.53,969330,ok
1799,1421020800,20.31,20.53,20.7,20.31,472380,ok
1800,1421107200,20.23,20.27,20.44,20.14,784490,ok
1801,1421193600,20.23,20.35,20.35,20.18,585600,ok
1802,1421280000,20.35,20.23,20.4,20.1,826580,ok
1803,1421366400,20.31,20.35,20.35,20.18,275570,ok
1804,1421625600,20.31,20.31,20.57,20.27,407620,ok
1805,1421712000,20.23,20.35,20.44,20.23,316350,ok
1806,1421798400,20.23,20.23,20.35,20.23,227060,ok
1807,1421884800,20.23,20.35,20.35,20.23,204950,ok
1808,1421971200,20.61,20.35,20.61,20.31,770380,ok
1809,1422230400,20.7,20.83,21.0,20.61,241650,ok
1810,1422316800,20.61,20.7,20.74,20.35,517330,ok
1811,1422403200,20.44,20.44,20.61,20.4,323250,ok
1812,1422489600,20.44,20.44,20.53,20.35,185770,ok
1813,1422576000,20.61,20.48,20.78,20.44,938950,ok
1814,1422835200,20.48,20.61,20.66,20.48,408830,ok
1815,1422921600,20.14,20.48,20.53,20.14,304890,ok
1816,1423008000,20.14,20.31,20.31,19.97,754650,ok
1817,1423094400,20.1,20.05,20.18,20.05,264080,ok
1818,1423180800,20.14,20.18,20.27,20.1,160630,ok
1819,1423440000,20.31,20.14,20.4,20.14,437370,ok
1820,1423526400,20.27,20.4,20.48,20.27,362290,ok
1821,1423612800,20.83,20.35,20.83,20.27,894030,ok
1822,1423699200,21.47,21.0,21.47,20.96,2221520,ok
1823,1423785600,21.69,21.47,22.11,21.47,1455720,ok
1824,1424736000,22.11,21.9,22.11,21.47,906580,ok
1825,1424822400,21.47,21.9,22.11,21.47,756990,ok
1826,1424908800,21.43,21.47,21.69,21.13,1158830,ok
1827,1424995200,21.26,21.47,21.47,21.26,538120,ok
1828,1425254400,21.43,21.3,21.47,21.26,788530,ok
1829,1425340800,22.33,21.43,22.55,21.43,2373010,ok
1830,1425427200,22.11,22.33,22.33,21.9,816360,ok
1831,1425513600,21.9,21.9,22.11,21.69,845730,ok
1832,1425600000,21.43,21.47,21.9,21.43,1493200,ok
1833,1425859200,21.34,21.43,21.69,21.3,661550,ok
1834,1425945600,21.34,21.26,21.43,21.21,895980,ok
1835,1426032000,21.17,21.34,21.34,21.13,844110,ok
1836,1426118400,21.3,21.17,21.43,21.17,814790,ok
1837,1426204800,21.3,21.3,21.43,21.26,529480,ok
1838,1426464000,21.13,21.26,21.3,21.0,1155790,ok
1839,1426550400,21.17,21.17,21.21,21.09,332570,ok
1840,1426636800,21.17,21.17,21.21,21.13,709890,ok
1841,1426723200,21.09,21.21,21.26,20.96,787290,ok
1842,1426809600,20.87,21.09,21.13,20.87,1952070,ok
1843,1427068800,20.74,20.87,21.09,20.7,709040,ok
1844,1427155200,20.74,20.74,20.78,20.66,1057820,ok
1845,1427241600,20.7,20.74,20.78,20.66,637570,ok
1846,1427328000,20.4,20.61,20.7,20.4,581580,ok
1847,1427414400,20.23,20.74,20.74,20.18,1097010,ok
1848,1427673600,20.01,20.27,20.31,20.01,934790,ok
1849,1427760000,20.18,20.01,20.23,20.01,710820,ok
1850,1427846400,19.75,20.18,20.18,19.75,482240,ok
1851,1427932800,19.88,19.93,19.93,19.71,444740,ok
1852,1428019200,19.8,19.88,19.88,19.8,311650,ok
1853,1428278400,19.71,19.8,19.84,19.71,455810,ok
1854,1428364800,19.84,19.71,19.84,19.62,672070,ok
1855,1428451200,19.75,19.84,19.88,19.75,611130,ok
1856,1428537600,19.8,19.75,20.01,19.75,639520,ok
1857,1428624000,20.4,19.88,20.57,19.88,1224360,ok
1858,1428883200,20.87,20.44,20.91,20.44,1697520,ok
1859,1428969600,20.44,20.91,20.91,20.44,426570,ok
1860,1429056000,20.4,20.53,20.57,20.23,443980,ok
1861,1429142400,20.66,20.4,20.78,20.4,601670,ok
1862,1429228800,20.96,20.7,21.21,20.66,1078340,ok
1863,1429488000,20.87,20.87,21.04,20.83,936960,ok
1864,1429574400,20.83,20.87,21.0,20.78,591750,ok
1865,1429660800,20.87,20.96,20.96,20.83,625130,ok
1866,1429747200,20.96,20.96,21.04,20.83,584810,ok
1867,1429833600,20.96,20.96,21.04,20.91,287890,ok
1868,1430092800,20.87,21.04,21.04,20.87,242300,ok
1869,1430697600,20.66,19.41,20.91,19.41,1448720,ok
1870,1430784000,20.96,20.66,20.96,20.61,762350,ok
1871,1430870400,20.66,20.96,20.96,20.61,186040,ok
1872,1430956800,20.87,20.66,20.87,20.61,262900,ok
1873,1431043200,20.74,20.87,20.87,20.74,70990,ok
1874,1431302400,20.61,20.83,20.83,20.61,309660,ok
1875,1431388800,20.4,20.7,20.7,20.18,618510,ok
1876,1431475200,20.4,20.4,20.44,20.1,555300,ok
1877,1431561600,20.35,20.4,20.44,20.31,83130,ok
1878,1431648000,20.18,20.35,20.48,20.18,458130,ok
1879,1431907200,19.88,20.18,20.23,19.88,1655740,ok
1880,1431993600,20.01,20.01,20.05,19.88,552310,ok
1881,1432080000,20.23,20.01,20.44,20.01,617150,ok
1882,1432166400,20.27,20.18,20.4,20.14,387320,ok
1883,1432252800,20.83,20.23,20.83,20.14,1058290,ok
1884,1432512000,20.7,20.74,20.74,20.48,334190,ok
1885,1432598400,20.74,20.66,20.96,20.66,623860,ok
1886,1432684800,20.66,20.83,20.91,20.66,712170,ok
1887,1432771200,20.53,20.61,20.7,20.53,623820,ok
1888,1432857600,20.4,20.53,20.66,20.4,618530,ok
1889,1433116800,20.91,20.66,21.13,20.61,1238300,ok
1890,1433203200,20.66,20.96,21.0,20.66,418090,ok
1891,1433289600,20.74,20.61,20.87,20.61,766250,ok
1892,1433376000,20.96,20.83,21.04,20.83,1277590,ok
1893,1433462400,20.96,20.96,21.13,20.87,626020,ok
1894,1433721600,21.04,20.96,21.26,20.96,593240,ok
1895,1433808000,21.04,21.13,21.17,21.0,446220,ok
1896,1433894400,20.87,21.04,21.09,20.83,476610,ok
1897,1433980800,21.13,20.87,21.13,20.87,528030,ok
1898,1434067200,22.33,21.21,22.33,21.17,2997570,ok
1899,1434326400,21.69,22.33,22.33,21.47,850000,ok
1900,1434412800,21.69,21.69,21.9,21.43,739750,ok
1901,1434499200,21.69,21.69,22.11,21.39,653080,ok
1902,1434585600,21.69,21.69,21.9,21.69,683660,ok
1903,1434672000,21.9,21.9,22.11,21.69,944200,ok
1904,1434931200,22.11,22.11,22.33,21.9,532730,ok
1905,1435017600,22.33,22.11,22.55,21.9,1356440,ok
1906,1435104000,22.55,22.11,22.55,22.11,780150,ok
1907,1435190400,22.55,22.33,22.76,22.11,1089400,ok
1908,1435276800,22.33,22.33,22.55,22.33,1026800,ok
1909,1435536000,23.07,22.74,23.39,22.74,1764630,ok
1910,1435622400,23.5,22.96,23.88,22.96,3429780,ok
1911,1435708800,23.45,23.77,23.77,23.23,797910,ok
1912,1435795200,23.72,23.61,23.72,23.5,1117760,ok
1913,1435881600,24.09,23.99,24.26,23.93,1937740,ok
1914,1436140800,24.09,24.31,24.36,23.77,1602770,ok
1915,1436227200,23.88,23.99,24.15,23.82,2060130,ok
1916,1436313600,23.5,23.82,23.82,23.34,1648750,ok
1917,1436400000,23.77,23.23,24.09,23.12,1664850,ok
1918,1436486400,23.93,23.93,24.09,23.77,1334490,ok
1919,1436745600,23.82,23.93,23.93,23.77,1259500,ok
1920,1436832000,23.77,23.61,23.82,23.61,642340,ok
1921,1436918400,23.5,23.88,23.88,23.39,1452980,ok
1922,1437004800,23.12,23.23,23.39,23.07,940730,ok
1923,1437091200,23.07,23.23,23.28,22.96,770060,ok
1924,1437350400,23.01,23.07,23.39,22.91,763460,ok
1925,1437436800,23.23,22.96,23.39,22.96,575410,ok
1926,1437523200,24.04,23.39,24.09,23.28,1978850,ok
1927,1437609600,23.82,24.04,24.31,23.82,1096080,ok
1928,1437696000,23.66,23.99,23.99,23.55,752000,ok
1929,1437955200,23.77,23.77,23.93,23.61,1634930,ok
1930,1438041600,23.66,23.88,24.26,23.66,2556060,ok
1931,1438128000,23.34,23.77,23.82,23.28,1177900,ok
1932,1438214400,23.28,23.34,23.45,23.18,729400,ok
1933,1438300800,23.28,23.18,23.45,23.07,1367150,ok
1934,1438560000,23.28,23.07,23.45,23.01,1810730,ok
1935,1438646400,23.23,23.12,23.28,23.07,710800,ok
1936,1438732800,23.34,23.28,23.34,23.12,494710,ok
1937,1438819200,23.23,23.23,23.34,23.07,490170,ok
1938,1438905600,23.23,23.28,23.28,23.18,318890,ok
1939,1439164800,23.5,23.23,23.5,23.23,802880,ok
1940,1439251200,23.61,23.5,23.61,23.45,1130250,ok
1941,1439337600,23.28,23.61,23.61,23.28,810320,ok
1942,1439424000,22.96,23.28,23.28,22.91,860480,ok
1943,1439510400,22.58,22.96,23.18,22.47,819060,ok
1944,1439769600,22.15,22.58,22.85,22.15,758640,ok
1945,1439856000,22.53,22.15,22.53,22.15,563880,ok
1946,1439942400,22.04,22.53,22.53,21.93,787690,ok
1947,1440028800,21.93,22.04,22.26,21.66,1142450,ok
1948,1440115200,21.66,21.77,21.93,20.96,3110370,ok
1949,1440374400,21.66,21.66,21.66,20.47,2732410,ok
1950,1440460800,21.66,20.96,21.66,20.96,2271270,ok
1951,1440547200,21.72,21.45,21.82,21.39,1642870,ok
1952,1440633600,22.15,21.82,22.31,21.66,1429370,ok
1953,1440720000,22.53,22.36,22.53,22.04,930510,ok
1954,1440979200,22.42,22.53,22.53,22.04,886190,ok
1955,1441065600,22.42,22.42,22.53,21.99,885510,ok
1956,1441238400,22.2,22.42,22.42,22.15,1232010,ok
1957,1441324800,22.42,22.26,22.42,22.2,716580,ok
1958,1441584000,22.47,22.26,22.64,22.2,433750,ok
1959,1441670400,22.53,22.47,22.64,22.42,580480,ok
1960,1441756800,22.64,22.69,22.69,22.53,514350,ok
1961,1441843200,22.91,22.53,22.96,22.26,1097080,ok
1962,1441929600,22.69,22.91,22.91,22.64,445540,ok
1963,1442188800,22.58,22.69,22.69,22.47,477150,ok
1964,1442275200,22.53,22.58,22.58,22.36,962630,ok
1965,1442361600,22.53,22.53,22.64,22.47,1295070,ok
1966,1442448000,22.69,22.69,22.8,22.53,454840,ok
1967,1442534400,22.69,22.91,22.96,22.69,6992330,ok
1968,1442793600,23.18,22.91,23.23,22.8,1158500,ok
1969,1442880000,23.12,23.18,23.23,23.01,365500,ok
1970,1442966400,22.96,22.96,23.07,22.91,707360,ok
1971,1443052800,22.91,23.07,23.07,22.91,664570,ok
1972,1443139200,22.74,22.91,22.91,22.64,636970,ok
1973,1443398400,22.69,22.74,22.8,22.53,465240,ok
1974,1443484800,22.47,22.53,22.64,22.36,431390,ok
1975,1443571200,22.53,22.64,22.69,22.53,338130,ok
1976,1443657600,22.47,22.64,22.74,22.47,417940,ok
1977,1443744000,22.47,22.47,22.53,22.36,378770,ok
1978,1444003200,22.47,22.47,22.53,22.42,472330,ok
