,t,c,o,h,l,v,s
2011,1447891200,23.45,23.72,23.72,23.45,755330,ok
2012,1447977600,23.61,23.61,23.72,23.45,679170,ok
2013,1448236800,23.61,23.55,23.72,23.55,563750,ok
2014,1448323200,23.45,23.61,23.66,23.39,478700,ok
2015,1448409600,23.45,23.39,23.5,23.18,841660,ok
2016,1448496000,23.34,23.45,23.45,23.28,236160,ok
2017,1448582400,23.01,23.28,23.34,22.96,645100,ok
2018,1448841600,23.12,22.85,23.12,22.8,942170,ok
2019,1448928000,23.12,23.18,23.23,23.07,261670,ok
2020,1449014400,23.01,23.23,23.39,23.01,723660,ok
2021,1449100800,23.12,23.01,23.18,22.96,417700,ok
2022,1449187200,22.85,23.01,23.18,22.8,564530,ok
2023,1449446400,22.85,22.91,22.91,22.69,804560,ok
2024,1449532800,22.91,22.74,23.01,22.58,778590,ok
2025,1449619200,22.58,22.91,23.45,22.58,1356520,ok
2026,1449705600,22.31,22.58,22.85,22.31,622480,ok
2027,1449792000,22.42,22.31,22.47,22.31,680860,ok
2028,1450051200,22.31,22.42,22.47,22.2,614150,ok
2029,1450137600,22.42,22.26,22.53,22.26,376440,ok
2030,1450224000,22.53,22.58,22.85,22.47,522330,ok
2031,1450310400,22.64,22.69,22.85,22.58,575650,ok
2032,1450396800,21.61,22.64,22.74,21.61,2466150,ok
2033,1450656000,22.42,22.15,22.42,22.15,522360,ok
2034,1450742400,22.47,22.42,22.58,22.36,366380,ok
2035,1450828800,22.53,22.26,22.64,22.26,737670,ok
2036,1450915200,22.69,22.64,22.74,22.53,672060,ok
2037,1451001600,22.91,22.85,22.96,22.69,564790,ok
2038,1451260800,23.5,22.91,23.61,22.91,1494140,ok
2039,1451347200,24.58,23.5,24.58,23.23,2905940,ok
2040,1451433600,24.85,24.36,24.85,23.77,2836200,ok
2041,1451520000,24.69,24.58,24.85,24.36,3361900,ok
2042,1451865600,25.66,24.63,25.66,24.42,4809120,ok
2043,1451952000,25.66,25.39,25.77,25.28,2480100,ok
2044,1452038400,25.66,25.61,25.88,25.23,1976280,ok
2045,1452124800,25.93,25.28,26.04,25.12,2852010,ok
2046,1452211200,25.93,25.66,25.93,25.39,1641950,ok
2047,1452470400,26.09,25.93,26.52,25.71,1591300,ok
2048,1452556800,25.93,26.09,26.15,25.71,1030900,ok
2049,1452643200,25.88,25.93,25.93,25.5,2003030,ok
2050,1452729600,25.93,25.5,26.04,25.5,2616100,ok
2051,1452816000,25.66,25.98,25.98,25.61,931360,ok
2052,1453075200,25.66,25.28,25.71,24.31,2516720,ok
2053,1453161600,25.66,25.5,25.98,25.5,736420,ok
2054,1453248000,25.61,25.44,25.93,25.44,1569270,ok
2055,1453334400,25.82,25.77,25.93,25.55,2201170,ok
2056,1453420800,26.09,25.82,26.52,25.82,1432160,ok
2057,1453680000,26.09,26.2,26.2,25.93,1960040,ok
2058,1453766400,25.93,25.93,26.15,25.55,1779070,ok
2059,1453852800,25.66,25.66,25.71,25.34,3440360,ok
2060,1453939200,26.09,25.39,26.09,25.39,4244530,ok
2061,1454025600,25.71,26.04,26.04,25.5,2231860,ok
2062,1454284800,25.39,25.5,25.88,25.39,1133280,ok
2063,1454371200,25.39,25.23,25.5,25.23,1017260,ok
2064,1454457600,25.39,25.23,25.39,24.85,1102250,ok
2065,1454544000,25.39,25.39,25.66,25.39,404050,ok
2066,1454630400,25.17,25.07,25.39,25.07,895260,ok
2067,1455494400,24.58,25.12,25.17,24.58,685060,ok
2068,1455580800,24.63,24.96,24.96,24.58,392060,ok
2069,1455667200,24.58,25.01,25.01,24.58,259490,ok
2070,1455753600,24.85,24.85,24.96,24.69,595150,ok
2071,1455840000,24.36,24.8,24.8,23.93,1393710,ok
2072,1456099200,24.42,24.36,24.42,24.09,724960,ok
2073,1456185600,24.63,24.42,25.01,24.42,418590,ok
2074,1456272000,24.53,24.53,24.8,24.36,534860,ok
2075,1456358400,24.58,24.58,24.8,24.53,528840,ok
2076,1456444800,24.31,24.63,24.74,24.15,1235270,ok
2077,1456704000,23.82,24.31,24.31,23.82,259290,ok
2078,1456790400,23.82,23.99,24.09,23.55,956870,ok
2079,1456876800,24.31,23.99,24.36,23.88,560340,ok
2080,1456963200,24.53,24.42,24.58,24.31,491450,ok
2081,1457049600,24.74,24.53,24.85,24.42,802550,ok
2082,1457308800,24.74,24.74,25.12,24.58,557500,ok
2083,1457395200,25.07,24.63,25.07,24.63,1079780,ok
2084,1457481600,25.12,25.12,25.34,25.12,1123530,ok
2085,1457568000,25.12,25.12,25.28,25.07,575310,ok
2086,1457654400,24.53,25.12,25.12,24.53,560370,ok
2087,1457913600,24.53,24.36,24.58,24.31,346630,ok
2088,1458000000,24.31,24.53,24.85,24.2,1073480,ok
2089,1458086400,24.09,24.15,24.26,24.09,434350,ok
2090,1458172800,24.31,24.42,24.47,24.26,488110,ok
2091,1458259200,23.82,24.31,24.36,23.82,5451040,ok
2092,1458518400,24.42,24.15,24.63,24.15,1039980,ok
2093,1458604800,24.58,24.42,24.63,24.26,657090,ok
2094,1458691200,24.53,24.31,24.63,24.09,1615870,ok
2095,1458777600,24.36,24.53,24.58,24.31,510060,ok
2096,1458864000,24.74,24.31,24.85,24.31,1257200,ok
2097,1459123200,25.23,24.9,25.28,24.8,820660,ok
2098,1459209600,25.28,25.39,25.61,25.17,1482760,ok
2099,1459296000,25.39,24.8,25.39,24.8,650730,ok
2100,1459382400,25.5,25.07,25.71,25.07,1398070,ok
2101,1459468800,25.5,25.5,25.61,25.28,548420,ok
2102,1459728000,25.44,25.55,25.55,25.28,351710,ok
2103,1459814400,25.44,25.44,25.55,25.12,323780,ok
2104,1459900800,25.71,25.44,25.71,25.34,547050,ok
2105,1459987200,25.5,25.71,25.77,25.44,289730,ok
2106,1460073600,25.66,25.5,25.71,25.34,600280,ok
2107,1460332800,27.28,25.66,27.28,25.66,1288260,ok
2108,1460419200,28.09,28.09,28.36,27.55,1157120,ok
2109,1460505600,28.09,27.82,28.63,27.28,807840,ok
2110,1460592000,28.36,27.82,29.44,27.82,1075850,ok
2111,1460678400,28.09,28.36,29.44,28.09,1549470,ok
2112,1461024000,26.85,28.09,28.09,26.85,1021510,ok
2113,1461110400,27.28,26.85,27.55,26.85,1417390,ok
2114,1461196800,27.82,27.82,28.36,27.28,1196330,ok
2115,1461283200,29.44,27.82,29.71,27.82,1729690,ok
2116,1461542400,28.36,29.98,30.25,28.36,1404690,ok
2117,1461628800,29.17,28.36,29.44,28.36,724510,ok
2118,1461715200,28.63,29.71,29.71,28.09,974580,ok
2119,1461801600,28.09,28.63,28.9,28.09,520580,ok
2120,1461888000,28.36,28.36,28.63,28.09,421970,ok
2121,1462320000,27.55,27.82,28.36,27.55,755160,ok
2122,1462406400,27.82,27.82,28.63,27.82,413180,ok
2123,1462492800,28.36,28.09,28.36,28.09,813560,ok
2124,1462752000,28.09,28.63,28.63,28.09,786590,ok
2125,1462838400,28.09,28.09,28.09,27.55,698580,ok
2126,1462924800,28.9,28.09,28.9,28.09,865680,ok
2127,1463011200,28.9,29.17,29.44,28.9,469130,ok
2128,1463097600,28.9,28.9,29.17,28.63,793060,ok
2129,1463356800,29.71,28.9,29.98,28.63,1233650,ok
2130,1463443200,29.44,29.98,29.98,29.44,518280,ok
2131,1463529600,28.9,29.44,29.44,28.9,586250,ok
2132,1463616000,28.9,29.44,29.44,28.63,623940,ok
2133,1463702400,27.82,28.9,29.17,27.82,1554880,ok
2134,1463961600,28.09,28.09,28.09,27.28,1410160,ok
2135,1464048000,28.09,28.63,28.63,27.82,471240,ok
2136,1464134400,28.09,28.09,28.36,27.82,283630,ok
2137,1464220800,27.55,28.09,28.09,27.28,611130,ok
2138,1464307200,27.82,27.55,28.09,27.55,383940,ok
2139,1464566400,28.9,28.09,29.17,28.09,1078090,ok
2140,1464652800,28.36,28.9,29.17,28.36,418750,ok
2141,1464739200,28.9,28.63,28.9,28.36,469570,ok
2142,1464825600,28.9,28.9,29.17,28.63,510870,ok
2143,1464912000,29.17,28.9,29.17,28.63,345410,ok
2144,1465171200,28.9,29.17,29.44,28.63,295810,ok
2145,1465257600,29.44,28.9,29.44,28.9,401370,ok
2146,1465344000,29.44,29.44,30.25,29.17,1064310,ok
2147,1465430400,29.44,29.44,29.71,29.17,113090,ok
2148,1465516800,29.17,29.44,29.71,29.17,170630,ok
2149,1465776000,28.36,28.9,28.9,28.36,631990,ok
2150,1465862400,28.9,28.36,28.9,28.36,278210,ok
2151,1465948800,28.9,29.17,29.44,28.63,311910,ok
2152,1466035200,28.9,28.9,29.17,28.63,455360,ok
2153,1466121600,28.09,28.63,28.9,28.09,3234450,ok
2154,1466380800,28.9,28.36,29.17,28.09,231660,ok
2155,1466467200,29.17,29.17,29.44,28.9,333390,ok
2156,1466553600,28.36,29.17,29.17,28.36,464600,ok
2157,1466640000,28.63,28.63,28.9,28.36,291630,ok
2158,1466726400,28.09,28.63,28.63,26.69,1143290,ok
2159,1466985600,29.02,28.78,29.32,28.72,527320,ok
2160,1467072000,28.6,29.02,29.02,28.6,414530,ok
2161,1467158400,28.78,28.6,29.08,28.6,625710,ok
2162,1467244800,29.62,29.08,30.58,28.9,814400,ok
2163,1467331200,30.58,30.28,30.88,29.92,888200,ok
2164,1467590400,30.58,30.88,31.18,30.58,459790,ok
2165,1467676800,30.58,30.88,31.48,30.58,579190,ok
2166,1467763200,30.58,30.58,30.88,30.28,528660,ok
2167,1467849600,30.88,30.88,31.18,30.28,640510,ok
2168,1467936000,30.88,31.18,31.18,30.58,718620,ok
2169,1468195200,30.58,30.88,31.18,30.28,632350,ok
2170,1468281600,31.18,30.58,31.18,30.58,1001810,ok
2171,1468368000,32.98,31.48,32.98,31.48,1578230,ok
2172,1468454400,32.08,32.98,33.28,32.08,973530,ok
2173,1468540800,32.68,32.38,32.68,31.78,373250,ok
2174,1468800000,32.38,32.68,32.68,32.08,519810,ok
2175,1468886400,31.18,32.38,32.68,30.28,1550450,ok
2176,1468972800,29.98,31.18,31.48,29.98,1193970,ok
2177,1469059200,30.28,30.28,30.88,29.92,622420,ok
2178,1469145600,29.98,30.28,30.58,29.74,628770,ok
2179,1469404800,30.28,30.28,30.58,29.98,148890,ok
2180,1469491200,30.28,30.28,30.58,29.86,266140,ok
2181,1469577600,30.58,30.28,30.58,29.98,335420,ok
2182,1469664000,31.48,30.88,31.78,30.58,528660,ok
2183,1469750400,30.58,31.48,31.48,30.58,359260,ok
2184,1470009600,30.88,30.88,31.18,30.28,460650,ok
2185,1470096000,30.58,30.28,31.18,30.28,1349020,ok
2186,1470182400,29.56,29.98,30.28,29.38,1214100,ok
2187,1470268800,28.48,29.68,29.74,28.48,732590,ok
2188,1470355200,26.8,27.88,28.36,26.68,1844020,ok
2189,1470614400,26.8,26.8,27.28,24.95,3019390,ok
2190,1470700800,27.28,26.68,27.46,26.68,827360,ok
2191,1470787200,29.14,27.4,29.14,27.4,2852080,ok
2192,1470873600,29.38,29.14,29.5,28.9,1964870,ok
2193,1470960000,29.38,29.68,29.68,29.14,1226560,ok
2194,1471219200,29.38,29.38,29.38,29.08,543500,ok
2195,1471305600,28.72,29.38,29.38,28.48,1691880,ok
2196,1471392000,28.72,28.72,29.2,28.18,1763870,ok
2197,1471478400,28.72,29.32,29.32,28.6,432750,ok
2198,1471564800,28.6,28.78,29.02,28.3,1158000,ok
2199,1471824000,28.12,28.78,28.78,28.0,1594810,ok
2200,1471910400,29.08,28.0,29.08,27.82,1687820,ok
2201,1471996800,29.08,29.08,29.26,28.96,478690,ok
2202,1472083200,28.96,29.08,29.08,28.66,644830,ok
2203,1472169600,28.78,28.78,28.96,28.72,240700,ok
2204,1472428800,28.78,28.78,29.2,28.78,858310,ok
2205,1472515200,28.84,28.78,29.02,28.48,233880,ok
2206,1472601600,28.84,28.78,29.08,28.72,482190,ok
2207,1472688000,28.78,28.9,28.96,28.54,349770,ok
2208,1473033600,28.72,28.84,28.84,28.54,394080,ok
2209,1473120000,28.72,28.96,29.02,28.72,598070,ok
2210,1473206400,28.48,28.84,28.84,28.42,515100,ok
2211,1473292800,28.66,28.78,28.78,28.54,334150,ok
2212,1473379200,29.26,29.08,29.32,28.9,918320,ok
2213,1473638400,29.86,29.98,29.98,29.32,728040,ok
2214,1473724800,29.44,29.68,29.92,29.38,393290,ok
2215,1473811200,28.96,29.68,29.68,28.96,801730,ok
2216,1473897600,30.27,29.75,30.41,29.38,824280,ok
2217,1473984000,31.59,29.9,31.59,29.9,2866190,ok
2218,1474243200,31.07,31.59,31.59,30.85,447860,ok
2219,1474329600,31.29,30.63,31.59,30.45,779080,ok
2220,1474416000,32.1,31.59,32.25,31.29,739790,ok
2221,1474502400,32.32,32.1,32.62,32.1,1031190,ok
2222,1474588800,32.58,32.4,32.58,32.32,464830,ok
2223,1474588800,32.58,32.4,32.58,32.32,464830,ok
2224,1474848000,32.84,32.58,33.06,32.1,420940,ok
2225,1474934400,33.75,32.98,33.75,32.84,362780,ok
2226,1475020800,32.8,33.42,33.42,32.32,1071170,ok
2227,1475107200,33.02,32.8,33.02,32.76,218130,ok
2228,1475193600,32.69,32.69,32.91,31.22,170270,ok
2229,1475452800,31.59,32.69,32.69,31.59,1050750,ok
2230,1475539200,32.32,31.59,32.32,31.44,446930,ok
2231,1475625600,32.17,32.54,32.69,32.1,254440,ok
2232,1475712000,31.37,32.17,32.17,31.29,797640,ok
2233,1475798400,31.44,31.59,31.88,31.15,250280,ok
2234,1476057600,30.93,31.73,31.73,30.85,286190,ok
2235,1476144000,30.93,31.0,31.22,30.63,307500,ok
2236,1476230400,31.0,30.93,31.44,30.93,164250,ok
2237,1476316800,31.59,31.22,31.66,30.78,1097150,ok
2238,1476403200,31.59,31.48,31.88,31.15,628940,ok
2239,1476662400,31.59,31.59,31.66,31.37,542930,ok
2240,1476748800,31.51,31.59,31.59,31.22,320680,ok
2241,1476835200,32.17,31.48,32.17,31.37,654870,ok
2242,1476921600,31.81,32.03,32.03,31.59,331270,ok
2243,1477008000,31.59,31.81,31.81,31.37,751380,ok
2244,1477267200,31.59,31.59,31.59,31.22,587640,ok
2245,1477353600,31.37,31.15,31.48,31.07,555710,ok
2246,1477440000,31.18,31.15,31.44,30.85,434490,ok
2247,1477526400,31.44,31.15,31.51,30.85,1053560,ok
2248,1477612800,31.48,31.44,31.73,31.29,711780,ok
2249,1477872000,31.22,31.22,31.77,31.07,980500,ok
2250,1477958400,31.4,31.22,31.48,31.22,207880,ok
2251,1478044800,31.07,31.44,31.73,31.07,481870,ok
2252,1478131200,31.15,30.93,31.44,30.74,488460,ok
2253,1478217600,31.15,30.85,31.37,30.85,166620,ok
2254,1478476800,31.4,31.15,31.48,31.07,195260,ok
2255,1478563200,31.44,31.37,31.51,31.29,351360,ok
2256,1478649600,31.22,31.51,31.51,30.85,846210,ok
2257,1478736000,31.44,31.44,31.59,31.29,254060,ok
2258,1478822400,32.32,31.44,32.32,31.11,1006070,ok
2259,1479081600,31.51,32.1,32.91,31.51,1412440,ok
2260,1479168000,31.4,31.59,31.95,31.26,404110,ok
2261,1479254400,31.37,31.4,31.81,31.29,465120,ok
2262,1479340800,31.37,31.29,31.44,30.89,993910,ok
2263,1479427200,31.29,31.59,31.59,31.07,376190,ok
2264,1479686400,31.29,31.22,31.29,31.0,326180,ok
2265,1479772800,31.29,31.15,31.37,31.15,261260,ok
2266,1479859200,31.37,31.29,31.44,31.26,286930,ok
2267,1479945600,31.22,31.37,31.37,30.89,619360,ok
2268,1480032000,31.22,31.07,31.22,30.48,1651400,ok
2269,1480291200,31.22,30.71,31.22,30.19,1107530,ok
2270,1480377600,30.48,31.22,31.22,30.48,986930,ok
2271,1480464000,30.85,30.16,30.85,29.68,1461410,ok
2272,1480550400,30.85,30.93,31.0,30.48,701120,ok
2273,1480636800,30.85,30.48,31.0,30.48,627590,ok
2274,1480896000,30.82,30.85,30.96,30.41,672940,ok
2275,1480982400,30.63,30.78,30.78,30.08,563020,ok
2276,1481068800,30.85,30.63,30.93,30.01,981090,ok
2277,1481155200,30.85,30.48,30.85,30.48,713700,ok
2278,1481241600,30.85,30.85,30.85,30.27,705920,ok
2279,1481500800,30.85,30.56,30.85,30.34,756230,ok
2280,1481587200,30.85,30.85,30.85,30.19,1231230,ok
2281,1481673600,31.18,30.85,31.22,30.56,830990,ok
2282,1481760000,30.85,31.07,31.15,30.74,388600,ok
2283,1481846400,31.22,30.85,31.22,30.38,3293250,ok
2284,1482105600,31.44,31.29,31.81,31.29,620190,ok
2285,1482192000,30.74,31.33,31.59,30.74,876460,ok
2286,1482278400,30.41,30.74,30.74,30.34,766850,ok
2287,1482364800,30.85,30.56,30.93,30.38,667670,ok
2288,1482451200,30.93,30.56,30.93,30.56,282360,ok
2289,1482710400,30.85,31.0,31.0,30.78,205460,ok
2290,1482796800,31.07,30.93,31.33,30.85,260080,ok
2291,1482883200,30.56,31.18,31.18,30.52,1112890,ok
2292,1482969600,30.78,30.56,30.89,30.56,386900,ok
2293,1483056000,30.85,30.56,30.85,30.56,704400,ok
2294,1483401600,30.56,30.85,30.85,30.56,321500,ok
2295,1483488000,30.89,30.56,30.89,30.56,314110,ok
2296,1483574400,31.07,30.78,31.15,30.78,359450,ok
2297,1483660800,31.66,31.15,31.95,31.11,850050,ok
2298,1483920000,31.73,31.81,31.95,31.73,459010,ok
2299,1484006400,31.51,31.73,31.81,31.48,432520,ok
2300,1484092800,31.59,31.51,31.92,31.29,415040,ok
2301,1484179200,31.59,31.73,31.81,31.48,518850,ok
2302,1484265600,31.81,31.62,31.92,31.55,506040,ok
2303,1484524800,31.48,31.81,31.81,31.48,249960,ok
2304,1484611200,31.33,31.59,31.59,31.07,662430,ok
2305,1484697600,30.93,31.07,31.33,30.93,743470,ok
2306,1484784000,30.85,30.93,31.07,30.71,1160620,ok
2307,1484870400,30.85,30.96,31.0,30.74,714290,ok
2308,1485129600,30.85,31.0,31.0,30.63,729750,ok
2309,1485216000,30.48,31.0,31.0,30.48,539560,ok
2310,1485302400,30.85,30.78,30.85,30.48,788030,ok
2311,1485993600,31.22,31.07,31.48,31.07,390520,ok
2312,1486080000,30.85,31.22,31.22,30.82,397270,ok
2313,1486339200,31.15,31.22,31.29,30.85,473180,ok
2314,1486425600,31.44,31.15,31.44,31.0,794850,ok
2315,1486512000,31.4,31.51,31.51,31.37,334800,ok
2316,1486598400,31.33,31.44,31.48,31.26,282170,ok
2317,1486684800,31.22,31.29,31.4,30.89,834560,ok
2318,1486944000,31.22,31.22,31.29,31.07,316160,ok
2319,1487030400,31.26,31.29,31.48,31.18,496140,ok
2320,1487116800,32.69,31.29,32.84,31.29,2270860,ok
2321,1487203200,32.32,32.69,32.84,32.32,871460,ok
2322,1487289600,32.32,32.4,32.4,32.03,692670,ok
2323,1487548800,33.28,32.17,33.35,31.81,804050,ok
2324,1487635200,34.12,33.28,34.53,33.28,1291740,ok
2325,1487721600,33.57,34.01,34.38,33.42,885490,ok
2326,1487808000,33.24,33.57,33.79,33.06,584670,ok
2327,1487894400,33.24,33.24,33.79,32.98,508290,ok
2328,1488153600,33.75,33.28,34.16,33.28,788600,ok
2329,1488240000,33.06,33.94,33.94,33.06,1009600,ok
2330,1488326400,32.84,32.84,33.31,32.54,651080,ok
2331,1488412800,32.4,32.76,33.02,32.32,794680,ok
2332,1488499200,32.69,32.65,32.98,32.54,290560,ok
2333,1488758400,32.87,32.98,33.35,32.76,366910,ok
2334,1488844800,32.95,32.87,33.28,32.76,238620,ok
2335,1488931200,32.69,32.95,32.95,32.32,554530,ok
2336,1489017600,32.47,32.69,32.69,32.47,271170,ok
2337,1489104000,32.47,32.36,32.84,32.32,841330,ok
2338,1489363200,32.47,32.76,32.84,32.47,362880,ok
2339,1489449600,32.36,32.47,32.69,32.36,370080,ok
2340,1489536000,31.95,32.4,32.47,31.81,557540,ok
2341,1489622400,32.32,31.73,32.32,31.73,192350,ok
2342,1489708800,32.17,32.47,32.91,32.17,1070220,ok
2343,1489968000,31.81,32.54,32.69,31.81,1170670,ok
2344,1490054400,30.45,32.17,32.17,30.12,6736840,ok
2345,1490140800,30.6,30.45,31.15,30.45,1495860,ok
2346,1490227200,31.22,30.6,31.29,30.6,1028940,ok
2347,1490313600,31.11,31.07,31.18,30.96,1562480,ok
2348,1490572800,31.11,30.93,31.15,30.85,1056690,ok
2349,1490659200,30.85,31.11,31.11,30.85,710950,ok
2350,1490745600,31.0,31.07,31.15,30.85,732520,ok
2351,1490832000,31.0,31.07,31.11,30.85,665180,ok
2352,1490918400,30.71,30.93,31.11,30.71,604220,ok
2353,1491177600,30.48,30.78,30.85,30.48,623430,ok
2354,1491264000,30.85,30.63,30.85,30.52,529490,ok
2355,1491350400,30.56,30.85,30.93,30.56,526530,ok
2356,1491523200,30.85,30.56,30.85,30.48,370920,ok
2357,1491782400,31.15,30.85,31.22,30.78,949330,ok
2358,1491868800,31.26,30.93,31.55,30.93,1211260,ok
2359,1491955200,30.89,31.26,31.51,30.85,660120,ok
2360,1492041600,31.15,30.89,31.4,30.89,860710,ok
2361,1492128000,30.67,31.0,31.11,30.63,700080,ok
2362,1492387200,30.67,30.67,30.85,29.93,1273790,ok
2363,1492473600,30.63,30.48,30.85,30.34,420640,ok
2364,1492560000,30.48,30.63,30.63,30.45,961170,ok
2365,1492646400,29.82,30.48,30.56,29.75,1169510,ok
2366,1492732800,29.75,29.53,30.3,29.53,473170,ok
2367,1492992000,29.38,29.6,30.05,29.13,422960,ok
2368,1493078400,29.64,29.38,29.75,29.38,291630,ok
2369,1493164800,29.68,29.68,29.75,29.46,418510,ok
2370,1493251200,30.05,29.68,30.12,29.68,532960,ok
2371,1493337600,30.05,29.75,30.05,29.68,868180,ok
2372,1493769600,29.75,30.19,30.19,29.6,330500,ok
2373,1493856000,29.6,29.79,29.79,29.46,695060,ok
2374,1493942400,29.68,29.6,29.68,29.46,518030,ok
2375,1494201600,29.68,29.68,29.79,29.49,457360,ok
2376,1494288000,29.93,29.68,30.05,29.6,579970,ok
2377,1494374400,29.71,29.79,29.97,29.68,722530,ok
2378,1494460800,29.75,29.75,30.01,29.71,861350,ok
2379,1494547200,29.75,29.68,29.82,29.6,372820,ok
2380,1494806400,30.05,29.75,30.34,29.6,655580,ok
2381,1494892800,30.48,30.12,30.48,29.97,1007010,ok
2382,1494979200,30.34,30.34,30.63,30.23,538140,ok
2383,1495065600,30.34,30.34,30.63,30.16,815460,ok
2384,1495152000,30.05,30.34,30.34,29.9,645030,ok
2385,1495411200,30.27,29.97,30.41,29.97,825830,ok
2386,1495497600,30.01,30.27,30.27,29.97,799020,ok
2387,1495584000,29.75,30.01,30.08,29.68,1407180,ok
2388,1495670400,29.42,29.6,29.75,29.35,1822220,ok
2389,1495756800,29.75,29.46,29.75,29.38,724620,ok
2390,1496016000,29.86,29.75,29.93,29.38,784880,ok
2391,1496102400,29.57,29.6,29.82,29.57,665930,ok
2392,1496188800,29.57,29.6,29.9,29.53,633970,ok
2393,1496275200,29.79,29.75,29.86,29.57,710890,ok
2394,1496361600,29.82,29.79,29.86,29.68,630520,ok
2395,1496620800,29.82,29.75,29.86,29.57,494100,ok
2396,1496707200,29.86,29.93,29.93,29.79,439540,ok
2397,1496793600,30.12,29.86,30.12,29.86,494480,ok
2398,1496880000,30.34,30.19,30.71,29.9,702230,ok
2399,1496966400,30.56,30.41,30.71,30.41,538240,ok
2400,1497225600,31.11,30.71,31.11,30.56,1150090,ok
2401,1497312000,31.59,31.26,31.59,31.04,953070,ok
2402,1497398400,30.48,31.59,31.66,30.27,1835800,ok
2403,1497484800,31.07,30.56,31.07,30.56,777300,ok
2404,1497571200,31.59,31.48,31.59,31.15,3660640,ok
2405,1497830400,31.66,31.22,31.66,31.11,756020,ok
2406,1497916800,31.07,31.73,31.73,31.07,475170,ok
2407,1498003200,31.44,31.07,31.44,30.82,556290,ok
2408,1498089600,30.93,31.33,31.37,30.93,291210,ok
2409,1498176000,30.89,30.71,30.93,30.71,452090,ok
2410,1498435200,31.44,30.89,31.55,30.89,579860,ok
2411,1498521600,31.29,31.44,31.44,31.22,217480,ok
2412,1498608000,31.18,31.29,31.29,31.04,240730,ok
2413,1498694400,31.11,31.44,31.44,31.07,171730,ok
2414,1498780800,31.37,31.29,31.37,31.04,452240,ok
2415,1499040000,31.07,31.37,31.37,31.0,537620,ok
2416,1499126400,30.85,31.0,31.07,30.48,938440,ok
2417,1499212800,30.85,31.07,31.15,30.6,493510,ok
2418,1499299200,31.15,31.22,31.22,30.85,324260,ok
2419,1499385600,30.85,31.33,31.37,30.85,238900,ok
2420,1499644800,30.19,31.07,31.07,30.12,555810,ok
2421,1499731200,30.93,30.19,30.93,30.19,436010,ok
2422,1499817600,31.29,31.18,31.29,30.85,459760,ok
2423,1499904000,31.29,31.29,31.29,30.78,552600,ok
2424,1499990400,31.29,31.29,31.29,31.0,355150,ok
2425,1500249600,31.15,31.22,31.22,30.71,489240,ok
2426,1500336000,31.07,30.48,31.07,30.48,146220,ok
2427,1500422400,30.85,31.22,31.22,30.82,300130,ok
2428,1500508800,31.15,30.85,31.15,30.71,259280,ok
2429,1500595200,31.18,30.93,31.18,30.6,563380,ok
2430,1500854400,31.0,31.18,31.18,30.78,222770,ok
2431,1500940800,30.85,30.71,30.93,30.71,193720,ok
2432,1501027200,31.29,30.85,31.29,30.71,508260,ok
2433,1501113600,31.07,30.93,31.29,30.93,254710,ok
2434,1501200000,31.51,31.07,31.51,30.85,431700,ok
2435,1501459200,32.69,32.03,32.69,31.95,1244560,ok
2436,1501545600,32.62,32.69,32.69,32.32,404610,ok
2437,1501632000,32.62,32.25,32.69,32.25,388850,ok
2438,1501718400,32.62,32.47,32.91,32.32,481890,ok
2439,1501804800,32.73,32.76,32.98,32.62,436280,ok
2440,1502064000,32.69,32.73,32.76,32.54,342670,ok
2441,1502150400,32.98,32.69,32.98,32.69,655500,ok
2442,1502236800,31.95,32.54,33.06,31.95,631740,ok
2443,1502323200,31.73,31.95,32.17,31.59,178660,ok
2444,1502409600,31.95,31.73,32.1,31.51,125330,ok
2445,1502668800,31.95,31.95,31.99,31.73,227890,ok
2446,1502755200,31.29,31.88,31.95,31.22,388640,ok
2447,1502841600,31.44,31.22,31.48,31.15,259540,ok
2448,1502928000,31.4,31.59,31.59,31.15,334020,ok
2449,1503014400,31.4,31.4,31.66,31.15,523350,ok
2450,1503273600,31.51,31.07,31.51,31.07,297760,ok
2451,1503360000,31.44,31.29,31.59,31.29,219070,ok
2452,1503446400,31.81,31.77,31.81,31.44,141920,ok
2453,1503532800,31.99,31.95,32.28,31.81,391490,ok
2454,1503619200,32.73,31.99,32.87,31.99,625340,ok
2455,1503878400,33.42,32.73,33.42,32.4,815250,ok
2456,1503964800,33.83,33.35,33.94,33.02,1051820,ok
2457,1504051200,36.14,33.83,36.14,33.83,1588730,ok
2458,1504137600,35.99,35.99,37.17,35.63,1464890,ok
2459,1504224000,36.29,35.77,36.66,35.77,613910,ok
2460,1504569600,36.88,36.66,36.95,36.44,1083940,ok
2461,1504656000,36.73,36.88,36.88,35.99,977140,ok
2462,1504742400,36.69,36.73,36.73,36.29,468460,ok
2463,1504828800,37.17,36.73,37.68,36.25,1674650,ok
2464,1505088000,36.22,37.02,37.02,36.22,678430,ok
2465,1505174400,36.22,35.7,36.22,35.7,1762650,ok
2466,1505260800,35.33,36.22,36.25,35.26,983030,ok
2467,1505347200,36.1,34.93,36.73,34.93,1038060,ok
2468,1505433600,35.92,35.41,36.36,35.41,3535620,ok
2469,1505692800,35.99,35.92,36.29,35.85,309400,ok
2470,1505779200,36.07,35.99,36.22,35.88,677170,ok
2471,1505865600,35.99,36.07,36.1,35.77,587010,ok
2472,1505952000,36.07,35.99,36.07,35.3,642630,ok
